English	Translation	Pinyin	Hiragana	Latin Letters	Part of Speech	Stamp	OriginLanguage
New	nouveaux				Adjective	[]	French
New	nouvel				Adjective	[]	French
New	nouvelle				Adjective	[]	French
New	nouvelles				Adjective	[]	French
New	récent				Adjective	[]	French
New	récente				Adjective	[]	French
New	récentes				Adjective	[]	French
New	récents				Adjective	[]	French
New	新		しん		Adjective, い-adjective	[]	Japanese
New	新しい		あたらしい		Adjective, い-adjective	[]	Japanese
New	新しく		あたらしく		Adjective, い-adjective	[]	Japanese
New	新た		あらた		Noun, Adjective, な-adjective	[]	Japanese
New	молодо́й			molodoj	Noun	[]	Russian
New	но́венький			noven'kii	Noun	[]	Russian
New	но́вый			novyj	Noun	[]	Russian
New	новая			novaâ	Noun	[]	Russian
New	нового			novogo	Noun	[]	Russian
New	новой			novoj	Noun	[]	Russian
New	новую			novuû	Noun	[]	Russian
New	новые			novye	Noun	[]	Russian
New	новый			novyj	Noun	[]	Russian
New	nueva				Noun	[]	Spanish
New	nuevas				Noun	[]	Spanish
New	nuevo				Noun	[]	Spanish
New	nuevos				Noun	[]	Spanish
New Acquaintance	Bekanntschaft				Noun	[]	German
New Acquaintance	die Bekanntschaft				Noun	[]	German
New Beginning	Neuanfang				Noun	[]	German
New Building	Neubau				Noun	[]	German
New Chapter	Neuanfang				Noun	[]	German
New Construction	Neubau				Noun	[]	German
New Development	Neubau				Noun	[]	German
New Development	novedad				Noun	[]	Spanish
New Employee	nouveau				Noun	[]	French
New Employee	nouvel				Noun	[]	French
New Employee	新人		しんじん		Noun	[]	Japanese
New Here	新来	xīn lái			Noun	[]	Chinese
New Phase	Neuanfang				Noun	[]	German
New Product	新商品		しんしょうひん		Noun	[]	Japanese
New Publication	新刊		しんかん		Noun	[]	Japanese
New Recruit	nouveau				Noun	[]	French
New Recruit	nouvel				Noun	[]	French
New Start	Neuanfang				Noun	[]	German
New Start	Neustart				Noun	[]	German
New Student	nouveau				Noun	[]	French
New Student	nouvel				Noun	[]	French
New Work	新作		しんさく		Noun	[]	Japanese
New Year	el Año Nuevo				Noun	[]	Spanish
New Year Dishes	おせち料理		おせちりょうり		Noun	[]	Japanese
New Year Holiday Period	年末年始		ねんまつねんし		Noun	[]	Japanese
New Year Visit	拜年	bài nián			Noun	[]	Chinese
New Year’s Day	元旦	uándàn			Noun	[]	Chinese
New Year's	元旦	yuán dàn			Noun	[]	Chinese
New Year's	お正月		おしょうがつ		Noun	[]	Japanese
New Year's	正月		しょうがつ		Noun	[]	Japanese
New Year's	año nuevo				Noun	[]	Spanish
New Year's Card	ねんがじょう		ねんがじょう		Noun	[]	Japanese
New Year's Day	元旦	yuán dàn			Noun	[]	Chinese
New Year's Day	Neujahr				Noun	[]	German
New Year's Day	元日		がんじつ		Noun	[]	Japanese
New Year's Eve	除夕	chú xī			Noun	[]	Chinese
New Year's Eve	réveillon				Noun	[]	French
New Year's Eve	das Silvester				Noun	[]	German
New Year's Eve	Silvester				Noun	[]	German
New Year's Eve	おおみそか		おおみそか		Noun	[]	Japanese
New Year's Eve	大晦日		おおみそか		Noun	[]	Japanese
New Year's Eve	la Nochevieja				Noun	[]	Spanish
New Year's Eve	nochevieja				Noun	[]	Spanish
New Year's Eve Dinner	年夜饭	nián yè fàn			Noun	[]	Chinese
New Year's Eve Party	Silvesterparty				Noun	[]	German
New Year's Party	新年会		しんねんかい		Noun	[]	Japanese
New York	纽约	niǔ yuē			Noun	[]	Chinese
New York	ニューヨーク		ニューヨーク		Noun	[]	Japanese
New Zealand	新西兰	xīn xī lán			Noun	[]	Chinese
New Zealand	Neuseeland				Noun	[]	German
New Zealand	Новая Зеландия			Novaja Zelandija	Noun	[]	Russian
Newborn	nouveau-né				Noun	[]	French
Newcomer	新人	xīn rén			Noun	[]	Chinese
Newcomer To The Workforce	Berufseinsteiger				Noun	[]	German
Newcomer To The Workforce	der Berufseinsteiger				Noun	[]	German
Newer	fresco				Noun	[]	Spanish
Newer	nuevas				Noun	[]	Spanish
Newer	nuevo				Noun	[]	Spanish
Newer	nuevos				Noun	[]	Spanish
Newest	最新		さいしん		Noun	[]	Japanese
Newest	fresco				Noun	[]	Spanish
Newest	nuevas				Noun	[]	Spanish
Newest	nuevo				Noun	[]	Spanish
Newest	nuevos				Noun	[]	Spanish
Newly	新しく		あたらしく		Adverb	[]	Japanese
Newly	вновь			vnov'	Adverb	[]	Russian
Newly	nuevo				Adverb	[]	Spanish
Newly Built	récent				Noun	[]	French
Newly Built Building	Neubau				Noun	[]	German
Newly Opened	新开	xīn kāi			Noun	[]	Chinese
Newlywed	recién casado				Verb	[]	Spanish
News	新闻	xīn wén			Noun	[]	Chinese
News	消息	xiāo xī			Noun	[]	Chinese
News	actualités				Noun	[]	French
News	information				Noun	[]	French
News	informations				Noun	[]	French
News	l'actualité				Noun	[]	French
News	nouvel				Noun	[]	French
News	nouvelle				Noun	[]	French
News	nouvelles				Noun	[]	French
News	Nachrichten				Noun	[]	German
News	Neuigkeiten				Noun	[]	German
News	おしらせ		おしらせ		Noun, Katakana	[]	Japanese
News	お知らせ		おしらせ		Noun, Katakana	[]	Japanese
News	しらせ		しらせ		Noun, Katakana	[]	Japanese
News	ニュース		ニュース		Noun, Katakana	[]	Japanese
News	知らせ		しらせ		Noun, Katakana	[]	Japanese
News	весть			vest'	Verb	[]	Russian
News	изве́стие			izvestie	Verb	[]	Russian
News	но́вость			novostʹ	Verb	[]	Russian
News	новости			novosti	Verb	[]	Russian
News	новость			novostʹ	Verb	[]	Russian
News	све́дение			svedenie	Noun	[]	Russian
News	слух			sluh	Verb	[]	Russian
News	las noticias				Noun	[]	Spanish
News	noticia				Noun	[]	Spanish
News	noticias				Noun	[]	Spanish
News	noticiero				Noun	[]	Spanish
News	novedad				Noun	[]	Spanish
News Alert	Eilmeldung				Noun	[]	German
News Article	der Zeitungsartikel				Noun	[]	German
News Article	Zeitungsartikel				Noun	[]	German
News Conference	die Pressekonferenz				Noun	[]	German
News Conference	Pressekonferenz				Noun	[]	German
News Coverage	Reportage				Noun	[]	German
News Headline	Schlagzeile				Noun	[]	German
News Report	报道	bào dào			Noun	[]	Chinese
News Station	noticiero				Noun	[]	Spanish
News Story	記事		きじ		Noun	[]	Japanese
Newscast	noticiero				Noun	[]	Spanish
News-Flash	мо́лния			molniâ	Noun	[]	Russian
Newsmen	Journalisten				Noun	[]	German
Newspaper	报	bào			Noun	[]	Chinese
Newspaper	报纸	bào zhǐ			Noun	[]	Chinese
Newspaper	journal				Noun	[]	French
Newspaper	Zeitung				Noun	[]	German
Newspaper	Zeitungen				Noun	[]	German
Newspaper	新聞		しんぶん		Noun	[]	Japanese
Newspaper	газе́та			gazeta	Noun	[]	Russian
Newspaper	газе́тный			gazetnyi	Noun	[]	Russian
Newspaper	газета			gazeta	Noun	[]	Russian
Newspaper	diario				Noun	[]	Spanish
Newspaper	el periódico				Noun	[]	Spanish
Newspaper	periódico				Noun	[]	Spanish
Newspaper Article	der Zeitungsartikel				Noun	[]	German
Newspaper Article	Zeitungsartikel				Noun	[]	German
Newspaper Company	新聞社		しんぶんしゃ		Noun	[]	Japanese
Newspaper Office	报社	bào shè			Noun	[]	Chinese
Newspapermen	Journalisten				Noun	[]	German
Newspapers	报纸	bào zhǐ			Noun	[]	Chinese
Newspapers	journaux				Noun	[]	French
Newsstand	Kiosk				Noun	[]	German
Newsstand	el kiosco				Noun	[]	Spanish
Newsstand	quiosco				Noun	[]	Spanish
Next	下	xià			Adjective	[]	Chinese
Next	下一	xià yī			Adjective	[]	Chinese
Next	下一个	xià yí gè			Adjective	[]	Chinese
Next	下一份	xià yī fèn			Adjective	[]	Chinese
Next	下一次	xià yī cì			Adjective	[]	Chinese
Next	下个	xià gè			Adjective	[]	Chinese
Next	下节	xià jié			Adjective	[]	Chinese
Next	接下来	jiē xià lái			Adjective	[]	Chinese
Next	接着	jiēzhe			Adjective	[]	Chinese
Next	明	míng			Adjective	[]	Chinese
Next	隔壁的	gé bì de			Adjective	[]	Chinese
Next	après				Adjective	[]	French
Next	d'à côté				Adjective	[]	French
Next	ensuite				Adjective	[]	French
Next	prochain				Adjective	[]	French
Next	prochaine				Adjective	[]	French
Next	prochaines				Adjective	[]	French
Next	prochains				Adjective	[]	French
Next	puis				Adjective	[]	French
Next	suivant				Adjective	[]	French
Next	suivante				Adjective	[]	French
Next	suivantes				Adjective	[]	French
Next	suivants				Adjective	[]	French
Next	à côté				Adjective	[]	French
Next	Nächste				Noun	[]	German
Next	Nächsten				Noun	[]	German
Next	Nächster				Noun	[]	German
Next	Nächstes				Noun	[]	German
Next	つぎ		つぎ		Noun	[]	Japanese
Next	つぎの		つぎの		Noun	[]	Japanese
Next	となり		となり		Noun	[]	Japanese
Next	らい		らい		Noun	[]	Japanese
Next	今度		こんど		Noun	[]	Japanese
Next	来		らい		Noun	[]	Japanese
Next	来週の		らいしゅうの		Noun	[]	Japanese
Next	次		つぎ		Noun	[]	Japanese
Next	次に		つぎに		Noun	[]	Japanese
Next	隣		となり		Noun	[]	Japanese
Next	ближа́йший			blizhaishii	Noun	[]	Russian
Next	будущий			buduŝij	Noun	[]	Russian
Next	да́лее			dalee	Noun	[]	Russian
Next	далее			dalee	Noun	[]	Russian
Next	сле́дующий			sleduûŝij	Noun	[]	Russian
Next	следующий			sleduûŝij	Noun	[]	Russian
Next	a continuación				Noun	[]	Spanish
Next	después				Noun	[]	Spanish
Next	el próximo				Noun	[]	Spanish
Next	junto				Noun	[]	Spanish
Next	la próxima				Noun	[]	Spanish
Next	luego				Noun	[]	Spanish
Next	próxima				Noun	[]	Spanish
Next	próximas				Noun	[]	Spanish
Next	próximo				Noun	[]	Spanish
Next	próximos				Noun	[]	Spanish
Next	siguiente				Noun	[]	Spanish
Next Chapter	下一章	xià yī zhāng			Noun	[]	Chinese
Next Chapter	次の章		つぎのしょう		Noun	[]	Japanese
Next Chapter	следующая глава			sledujuschaja glava	Noun	[]	Russian
Next Course In A Sequence	der Fortsetzungskurs				Noun	[]	German
Next Day	第二天	dì èr tiān			Noun	[]	Chinese
Next Day	lendemain				Noun	[]	French
Next Day	翌日		よくじつ		Noun	[]	Japanese
Next Day	следующий день			sledujuschii den'	Noun	[]	Russian
Next Day	día siguiente				Noun	[]	Spanish
Next Door	隔壁	gé bì			Noun	[]	Chinese
Next Door	隔壁的	gé bì de			Noun	[]	Chinese
Next Door	d'à côté				Noun	[]	French
Next Door	à côté				Noun	[]	French
Next Door	となり		となり		Noun	[]	Japanese
Next Door	隣		となり		Noun	[]	Japanese
Next Door	隣の家		となりのいえ		Noun	[]	Japanese
Next Door	по соседству			po sosedstvu	Noun	[]	Russian
Next Door	соседний			sosednii	Noun	[]	Russian
Next Door	рядом			rjadom	Noun	[]	Russian
Next Door	сосед			sosed	Noun	[]	Russian
Next Door	соседский			sosedskii	Noun	[]	Russian
Next Door	vecino				Noun	[]	Spanish
Next Door To	隣		となり		Noun	[]	Japanese
Next In Sequence	очередно́й			ocherednoi	Noun	[]	Russian
Next Month	下个月	xià gè yuè			Noun	[]	Chinese
Next Month	来月		らいげつ		Noun	[]	Japanese
Next Of Kin	Angehörige				Noun	[]	German
Next Semester	らいがっき		らいがっき		Noun	[]	Japanese
Next Semester	来学期		らいがっき		Noun	[]	Japanese
Next Step	下一步	xià yī bù			Noun	[]	Chinese
Next Step	prochaine étape				Noun	[]	French
Next Step	étape d'après				Noun	[]	French
Next Step	étape suivante				Noun	[]	French
Next Step	次のステップ		つぎのすてっぷ		Noun	[]	Japanese
Next Step	следующий шаг			sledujuschii shag	Noun	[]	Russian
Next Step	следующий этап			sledujuschii etap	Noun	[]	Russian
Next Step	próximo paso				Noun	[]	Spanish
Next Time	下次	xià cì			Noun	[]	Chinese
Next Time	下次吧	xià cì ba			Noun	[]	Chinese
Next Time	こんど		こんど		Noun	[]	Japanese
Next Time	こんどは		こんどは		Noun	[]	Japanese
Next Time	今度		こんど		Noun	[]	Japanese
Next Time	次は		つぎは		Noun	[]	Japanese
Next Time	次回		じかい		Noun	[]	Japanese
Next Time	la próxima vez				Noun	[]	Spanish
Next Time	la siguiente vez				Noun	[]	Spanish
Next Time	la vez siguiente				Noun	[]	Spanish
Next To	在旁边	zài páng biān			Adjective	[]	Chinese
Next To	挨	ái			Adjective	[]	Chinese
Next To	挨着	āi zhe			Adjective	[]	Chinese
Next To	旁边	páng biān			Adjective	[]	Chinese
Next To	的旁边	de páng biān			Adjective	[]	Chinese
Next To	près de				Noun	[]	French
Next To	à côté de				Noun	[]	French
Next To	bei				Verb	[]	German
Next To	neben				Verb	[]	German
Next To	nächsten				Verb	[]	German
Next To	となり		となり		Noun	[]	Japanese
Next To	のとなりで		のとなりで		Noun	[]	Japanese
Next To	のとなりの		のとなりの		Noun	[]	Japanese
Next To	横		よこ		Noun	[]	Japanese
Next To	横に		よこに		Noun	[]	Japanese
Next To	隣		となり		Noun	[]	Japanese
Next To	возле			vozle	Noun	[]	Russian
Next To	рядом с			rjadom s	Noun	[]	Russian
Next To	вслед за			vsled za	Noun	[]	Russian
Next To	рядом со			rjadom so	Noun	[]	Russian
Next To Each Other	côte à côte				Noun	[]	French
Next Up	接下来	jiē xià lái			Noun	[]	Chinese
Next Up	ensuite				Noun	[]	French
Next Up	prochain				Noun	[]	French
Next Up	suivant				Noun	[]	French
Next Up	à suivre				Noun	[]	French
Next Up	à venir				Noun	[]	French
Next Up	次は		つぎは		Noun	[]	Japanese
Next Up	enseguida				Noun	[]	Spanish
Next Week	下周	xià zhōu			Noun	[]	Chinese
Next Week	らいしゅう		らいしゅう		Noun	[]	Japanese
Next Week	来週		らいしゅう		Noun	[]	Japanese
Next Weekend	来週末		らいしゅうまつ		Noun	[]	Japanese
Next Year	明年	míng nián			Noun	[]	Chinese
Next Year	来年		らいねん		Noun	[]	Japanese
Next-Door	隔壁	gé bì			Noun	[]	Chinese
Next-Door	d’à côté				Noun	[]	French
Next-Door	隣の		となりの		Noun	[]	Japanese
Next-Door	隣の家		となりのいえ		Noun	[]	Japanese
Next-Door	сосед по соседству			sosed po sosedstvu	Noun	[]	Russian
Next-Door	contiguo				Noun	[]	Spanish
Next-Door	vecino				Noun	[]	Spanish
Nicaraguan	nicaragüense				Noun	[]	Spanish
Nice	不错	bù cuò			Noun	[]	Chinese
Nice	不错的	bù cuò de			Noun	[]	Chinese
Nice	亲切	qīn qiè			Noun	[]	Chinese
Nice	友善	yǒu shàn			Noun	[]	Chinese
Nice	友好的	yǒu hǎo de			Noun	[]	Chinese
Nice	和蔼	hé’ǎi			Noun	[]	Chinese
Nice	好	hǎo			Noun	[]	Chinese
Nice	好看的	hǎo kàn de			Noun	[]	Chinese
Nice	很不错	hěn bú cuò			Noun	[]	Chinese
Nice	很好	hěn hǎo			Noun	[]	Chinese
Nice	很好看	hěn hǎo kàn			Noun	[]	Chinese
Nice	很愉快	hěn yú kuài			Noun	[]	Chinese
Nice	漂亮的	piào liàng de			Noun	[]	Chinese
Nice	高兴	gāo xìng			Noun	[]	Chinese
Nice	agréable				Adjective	[]	French
Nice	bel				Adjective	[]	French
Nice	bon				Adjective	[]	French
Nice	chouette				Adjective	[]	French
Nice	gentil				Adjective	[]	French
Nice	joli				Adjective	[]	French
Nice	sympa				Adjective	[]	French
Nice	sympathique				Adjective	[]	French
Nice	Nettes				Noun	[]	German
Nice	Netteste				Noun	[]	German
Nice	Schickes				Noun	[]	German
Nice	いい		いい		Noun	[]	Japanese
Nice	しんせつ		しんせつ		Noun	[]	Japanese
Nice	しんせつな		しんせつな		Noun	[]	Japanese
Nice	すてき		すてき		Noun	[]	Japanese
Nice	すてきで		すてきで		Noun	[]	Japanese
Nice	すてきな		すてきな		Noun	[]	Japanese
Nice	やさしい		やさしい		Noun	[]	Japanese
Nice	よい		よい		Noun	[]	Japanese
Nice	よくて		よくて		Noun	[]	Japanese
Nice	優しい		やさしい		Noun	[]	Japanese
Nice	心地いい		ここちいい		Noun	[]	Japanese
Nice	素敵		すてき		Noun	[]	Japanese
Nice	素敵な		すてきな		Noun	[]	Japanese
Nice	素晴らしい		すばらしい		Noun	[]	Japanese
Nice	良い		よい		Noun	[]	Japanese
Nice	親切		しんせつ		Noun	[]	Japanese
Nice	親切な		しんせつな		Noun	[]	Japanese
Nice	доброе			dobroe	Noun	[]	Russian
Nice	добрый			dobryj	Noun	[]	Russian
Nice	красивый			krasivyj	Noun	[]	Russian
Nice	прия́тный			prijatnyi	Noun	[]	Russian
Nice	приятно			priâtno	Noun	[]	Russian
Nice	симпати́чный			simpatichnyi	Noun	[]	Russian
Nice	хорошая			horošaâ	Noun	[]	Russian
Nice	хорошо			horošo	Noun	[]	Russian
Nice	agradable				Noun	[]	Spanish
Nice	agradables				Noun	[]	Spanish
Nice	amable				Noun	[]	Spanish
Nice	amables				Noun	[]	Spanish
Nice	bonita				Noun	[]	Spanish
Nice	bonitas				Noun	[]	Spanish
Nice	bonito				Noun	[]	Spanish
Nice	bonitos				Noun	[]	Spanish
Nice	buen				Noun	[]	Spanish
Nice	buena				Noun	[]	Spanish
Nice	buenas				Noun	[]	Spanish
Nice	bueno				Noun	[]	Spanish
Nice	buenos				Noun	[]	Spanish
Nice	es muy simpático				Noun	[]	Spanish
Nice	linda				Noun	[]	Spanish
Nice	lindas				Noun	[]	Spanish
Nice	lindo				Noun	[]	Spanish
Nice	lindos				Noun	[]	Spanish
Nice	simpática				Noun	[]	Spanish
Nice	simpáticas				Noun	[]	Spanish
Nice	simpático				Noun	[]	Spanish
Nice	simpáticos				Noun	[]	Spanish
Nice	un gusto				Noun	[]	Spanish
Nice And	得很	dé hěn			Noun	[]	Chinese
Nice And	agréablement				Noun	[]	French
Nice And	bien				Noun	[]	French
Nice And	confortablement				Noun	[]	French
Nice And	parfaitement				Noun	[]	French
Nice And	tout à fait				Noun	[]	French
Nice And	素敵で		すてきで		Noun	[]	Japanese
Nice And	очень			ochen'	Noun	[]	Russian
Nice And	весьма			ves'ma	Noun	[]	Russian
Nice And	достаточно			dostatochno	Noun	[]	Russian
Nice And	вполне			vpolne	Noun	[]	Russian
Nice And	bien				Noun	[]	Spanish
Nice And Gooey	とろとろ		とろとろ		Noun	[]	Japanese
Nice And Warm	ぽかぽか		ぽかぽか		Noun	[]	Japanese
Nice Gesture	detalle				Noun	[]	Spanish
Nice To Meet You	很高兴认识你	hěn gāo xìng rèn shì nǐ			Noun	[]	Chinese
Nice To Meet You	很高兴认识您	hěn gāo xìng rèn shí nín			Noun	[]	Chinese
Nice To Meet You	认识你我很高兴	rèn shí nǐ wǒ hěn gāo xìng			Noun	[]	Chinese
Nice To Meet You	enchanté				Interjection	[]	French
Nice To Meet You	enchantée				Interjection	[]	French
Nice To Meet You	Angenehm				Noun	[]	German
Nice To Meet You	Schön				Noun	[]	German
Nice To Meet You	Schön dich kennenzulernen				Noun	[]	German
Nice To Meet You	どうぞよろしく		どうぞよろしく		Noun	[]	Japanese
Nice To Meet You	どうぞよろしくお願いします		どうぞよろしくおねがいします		Noun	[]	Japanese
Nice To Meet You	はじめまして		はじめまして		Noun	[]	Japanese
Nice To Meet You	よろしく		よろしく		Noun	[]	Japanese
Nice To Meet You	よろしくおねがいします		よろしくおねがいします		Noun	[]	Japanese
Nice To Meet You	よろしくお願いします		よろしくおねがいします		Noun	[]	Japanese
