English	Russian	Latin Letters	Part of Speech
Punish	накажут	nakazhut	Verb
Punish	наказывают	nakazyvajut	Verb
Punish	наказывать	nakazyvat'	Verb
Punish	наказаны	nakazany	Verb
Punish	наказа́ть	nakazat'	Verb
Punishment	наказа́ние	nakazanie	Noun
Pupil	зрачо́к	zrachok	Noun
Pupil	ученик	učenik	Noun
Pupil	ученица	učenica	Noun
Pupils	учеников	učenikov	Noun
Pupils'	учеников	učenikov	Noun
Puppy	щено́к	ŝenok	Noun
Puppy	щенок	ŝenok	Noun
Puppy	собачка	sobachka	Noun
Puppy	куче	kuche	Noun
Puppy	собачкой	sobachkoi	Noun
Puppy	щенячьими	schenjach'imi	Noun
Puppy	собачку	sobachku	Noun
Puppy	псе	pse	Noun
Puppy	щенка	schenka	Noun
Puppy	щенком	schenkom	Noun
Puppy	щенке	schenke	Noun
Purchase	купить	kupitʹ	Verb
Purchase	приобрести́	priobresti	Verb
Purchased	купил	kupil	Verb
Pure	чистый	čistyj	Noun
Purely	чи́сто	chisto	Adverb
Purple	фиолетовый	fioletovyi	Noun
Purple Lilac Violet	лило́вый	lilovyi	Noun
Purpose	назначе́ние	naznachenie	Noun
Purpose	цель	tsel'	Noun
Purse	сумочку	sumochku	Noun
Purse	сумочка	sumochka	Noun
Purse	сумку	sumku	Noun
Pursue	пресле́довать	presledovat'	Verb
Pursuit	пого́ня	pogonja	Noun
Push	толк	tolk	Verb
Push	толка́ть	tolkat'	Verb
Push	толкну́ть	tolknut'	Verb
Push-Up	отжимание	otzhimanie	Noun
Push-Up	отжимания	otzhimanija	Noun
Push-Up	отжиматься	otzhimat'sja	Noun
Pushed	оттолкнул	ottolknul	Verb
Pushed	толкнул	tolknul	Verb
Put	включи	vklûči	Verb
Put	класть	klastʹ	Verb
Put	надень	nadenʹ	Verb
Put	подста́вить	podstavit'	Verb
Put	поло́женный	polozhennyi	Verb
Put	положи	položi	Verb
Put	положил	položil	Verb
Put	посади́ть	posaditʹ	Verb
Put	поставить	postavitʹ	Verb
Put	сажа́ть	sažatʹ	Verb
Put	ставить	stavitʹ	Verb
Put Away	убрать	ubrat'	Noun
Put Away	отложить	otlozhit'	Noun
Put Away	положить	polozhit'	Noun
Put Away	спрятать	sprjatat'	Noun
Put Away	откладывать	otkladyvat'	Noun
Put Down	опуска́ть	opuskat'	Verb
Put Down	опусти́ть	opustit'	Verb
Put Down	положи	položi	Verb
Put In	вложи́ть	vlozhit'	Verb
Put In	засу́нуть	zasunut'	Verb
Put Off	откладывать	otkladyvat'	Verb
Put Off	переносить	perenosit'	Verb
Put Off	отодви́нуть	otodvinut'	Verb
Put On	включи	vklûči	Verb
Put On	наде́ть	nadetʹ	Verb
Put On	надевать	nadevatʹ	Verb
Put On	надень	nadenʹ	Verb
Put Out	выпуска́ть	vypuskat'	Verb
Put Under Something	под	pod	Noun
Put Up With	мириться	mirit'sja	Noun
Put Up With	терпеть	terpet'	Noun
Put Up With	сносить	snosit'	Noun
Put Up With	выносить	vynosit'	Noun
Put Up With	смиряться	smirjat'sja	Noun
Puzzle	головоломка	golovolomka	Noun
Pyramids	пирамиды	piramidy	Noun
Qualification	квалификация	kvalifikatsija	Noun
Qualification	отбор	otbor	Noun
Qualification	квалификацию	kvalifikatsiju	Noun
Qualified	квалифицированный	kvalifitsirovannyi	Verb
Qualify	пройти	projti	Noun
Quality	ка́чество	kačestvo	Noun
Quality	качество	kačestvo	Noun
Quality	свойство	svojstvo	Noun
Quantity	коли́чество	kolichestvo	Noun
Quarrel	руга́ться	rugat'sja	Verb
Quarter	кварта́л	kvartal	Noun
Quarter	четверть	četvertʹ	Noun
Quarter	четвертями	chetvertjami	Noun
Quarter	четвертак	chetvertak	Noun
Quarter	квартала	kvartala	Noun
Quarter	квартал	kvartal	Noun
Quarter	таймами	taimami	Noun
Queen	короле́ва	koroleva	Noun
Queen	королева	koroleva	Noun
Queen	королеву	korolevu	Noun
Queen	королевой	korolevoi	Noun
Queen	королевы	korolevy	Noun
Queen Playing Card	да́ма	dama	Noun
Quest	зада́ние	zadanie	Noun
Question	вопро́с	vopros	Noun
Question	вопрос	vopros	Noun
Questionable	сомни́тельный	somnitel'nyi	Noun
Queue	о́чередь	ochered'	Noun
Quick	быстро	bystro	Noun
Quick	быстрый	bystryi	Noun
Quick	быстрого	bystrogo	Noun
Quick	ско́рый	skoryi	Noun
Quicker	быстрее	bystree	Noun
Quickly	быстро	bystro	Adverb
Quickly	сро́чно	srochno	Adverb
Quiet	поко́йный	pokoinyi	Noun
Quiet	ти́хий	tihij	Noun
Quiet	тихая	tihaâ	Noun
Quiet	тихий	tihij	Noun
Quiet	тихо	tiho	Noun
Quieter	тише	tiše	Noun
Quietly	бесшу́мно	besshumno	Adverb
Quietly	негро́мко	negromko	Adverb
Quietly	ти́хо	tiho	Adverb
Quietly	тихо	tiho	Adverb
Quietly	тихо́нько	tihon'ko	Adverb
Quit	бросить	brositʹ	Verb
Quit	переста́ть	perestatʹ	Verb
Quit	перестава́ть	perestavat'	Verb
Quite	весьма́	ves'ma	Adverb
Quite	вполне	vpolne	Adverb
Quite	таки	taki	Adverb
Quite	довольно	dovol'no	Adverb
Quite	изрядно	izrjadno	Adverb
Quite	вполне́	vpolne	Adverb
Quite A Lot	нема́ло	nemalo	Adverb
Quite Significant	прили́чный	prilichnyi	Adverb
Quiz	самостоятельную работу	samostojatel'nuju rabotu	Noun
Quizzes	самостоятельные работы	samostojatel'nye raboty	Noun
Quizzes	самостоятельных работ	samostojatel'nyh rabot	Noun
Quote	сосла́ться	soslat'sja	Verb
Quran	его	ego	Noun
Rabbit	кро́лик	krolik	Noun
Rabbit	кроликам	krolikam	Noun
Rabbit	кролику	kroliku	Noun
Rabbit	кролике	krolike	Noun
Rabbit	кроликом	krolikom	Noun
Rabbit	кролик	krolik	Noun
Rabbit	кролика	krolika	Noun
Rabbit	кроличий	krolichii	Noun
Rabid	бе́шеный	beshenyi	Noun
Race	гонка	gonka	Noun
Race	которую	kotoruju	Noun
Race	гонки	gonki	Noun
Race	гонку	gonku	Noun
Raced	соревновался	sorevnovalsja	Verb
Raced	неслись	neslis'	Verb
Raceme	кисть	kist'	Verb
Racing	соревноваться	sorevnovat'sja	Verb
Racing	гнать	gnat'	Verb
Racket	ракетку	raketku	Noun
Racket	ракетке	raketke	Noun
Racket	ракетка	raketka	Noun
Racket	ракетки	raketki	Noun
Racket	шуму	shumu	Noun
Racket	шумом	shumom	Noun
Racket	шуме	shume	Noun
Racket	шуми	shumi	Noun
Radiance	блеск	blesk	Noun
Radiator	батаре́я	batareja	Noun
Radio	ра́дио	radio	Noun
Radio	радио	radio	Noun
Raft	плот	plot	Noun
Rafting	рафтинг	rafting	Verb
Rag	лоскут	loskut	Noun
Rag	тря́пка	trjapka	Noun
Rage	злость	zlost'	Verb
Rage	я́рость	jarost'	Verb
Rail	рельс	rel's	Noun
Railroad	железная дорога	zheleznaja doroga	Noun
Railway	железнодоро́жный	zheleznodorozhnyi	Noun
Rain	дождь	doždʹ	Verb
Rain	идёт дождь	idet dozhd'	Verb
Rain	дождём	dozhdem	Verb
Rain	дождей	dozhdei	Verb
Rain	дожде	dozhde	Verb
Rain	дожди	dozhdi	Verb
Rain	дождя	dozhdja	Verb
Rain	лил	lil	Verb
Rain Cloud	туча	tuča	Noun
Rainbow	радужный	raduzhnyi	Noun
Rainbow	радуга	raduga	Noun
Raincoat	дождевик	dozhdevik	Noun
Raincoat	плащ	plasch	Noun
Rained	шёл дождь	shel dozhd'	Verb
Rained	шли дожди	shli dozhdi	Verb
Rained	дождило	dozhdilo	Verb
Rained	был дождь	byl dozhd'	Verb
Raining	дождь	doždʹ	Verb
Raining	идёт дождь	idet dozhd'	Verb
Raining	дождь идет	dozhd' idet	Verb
Rainy	дождливая	dozhdlivaja	Noun
Rainy	дождливо	dozhdlivo	Noun
Rainy	дождливым	dozhdlivym	Noun
Rainy	дождливые	dozhdlivye	Noun
Rainy	дождливую	dozhdlivuju	Noun
Rainy	дождливый	dozhdlivyi	Noun
Rainy	дождливой	dozhdlivoi	Noun
Raise	разводи́ть	razvodit'	Verb
Raise Bring Up	воспи́тывать	vospityvat'	Verb
Ram	бара́н	baran	Noun
Ranch	farm	farm	Noun
Ranch	ранчо	rancho	Noun
Ranch	ranch	ranch	Noun
Random	случа́йный	sluchainyi	Noun
Rang	звонил	zvonil	Noun
Rang	звонила	zvonila	Noun
Rang	зазвонил	zazvonil	Noun
Rang	звучала	zvuchala	Noun
Range	диапазон	diapazon	Noun
Range	хребе́т	hrebet	Noun
Range Of The Frequency Spectrum Of Electromagnetic Waves	полоса́	polosa	Noun
Rank	зва́ние	zvanie	Noun
Rank	чин	chin	Noun
Rap	рэп	rep	Noun
Rapidly	стреми́тельно	stremitel'no	Adverb
Rare	ре́дкий	redkii	Noun
Rarely	ре́дко	redko	Adverb
Rarely	редко	redko	Adverb
Rarely	изредка	izredka	Adverb
Rarity	ре́дкость	redkost'	Verb
Rat	кры́са	krysa	Noun
Rat	крыса	krysa	Noun
Rat Out	сдать	sdat'	Verb
Rat-Out	заложи́ть	zalozhit'	Verb
Rate	ста́вка	stavka	Noun
Rate	темп	temp	Noun
Rate	у́ровень	uroven'	Noun
Rates	курсы	kursy	Noun
Rather	дово́льно	dovol'no	Adverb
Rather	доста́точно	dostatočno	Adverb
Rather	достаточно	dostatočno	Adverb
Ratio	отноше́ние	otnoshenie	Noun
Ravine	овра́г	ovrag	Noun
Raw	сырой	syroi	Noun
Ray	луч	luch	Noun
Reach	дойдете	doidete	Verb
Reach	дойти до	doiti do	Verb
Reach	достигнуть	dostignut'	Verb
Reach	доехать	doehat'	Verb
Reach	достигать	dostigat'	Verb
Reach	дойдете до	doidete do	Verb
Reach	дойти́	doiti	Verb
Reach	дости́гнуть	dostignut'	Verb
Reach	доходи́ть	dohodit'	Verb
Reach	поле́зть	polezt'	Verb
Reach	потяну́ться	potjanut'sja	Verb
Reach Ears	донести́сь	donestis'	Verb
Reach Ears	доноси́ться	donosit'sja	Verb
Reach Out	протяну́ть	protjanut'	Verb
React	реаги́ровать	reagirovat'	Verb
Reaction	реа́кция	reaktsija	Noun
Reaction	реакция	reaktsija	Noun
Reaction	реакцию	reaktsiju	Noun
Read	почита́ть	pochitat'	Verb
Read	прочита́ть	prochitat'	Verb
Read	прочитай	pročitaj	Verb
Read	прочитал	pročital	Verb
Read	чита́ть	čitatʹ	Verb
Read	читает	čitaet	Verb
Read	читаешь	čitaešʹ	Verb
Read	читай	čitaj	Verb
Read	читал	čital	Verb
Read	читала	čitala	Verb
Read	читать	čitatʹ	Verb
Read	читаю	čitaû	Verb
Reader	чита́тель	chitatel'	Noun
Readiness	гото́вность	gotovnost'	Verb
Reading	читает	čitaet	Noun
Reading	читаешь	čitaešʹ	Noun
Reading	читал	čital	Noun
Reading	читала	čitala	Noun
Reading	читать	čitatʹ	Noun
Reading	читаю	čitaû	Noun
Reading	читая	čitaâ	Noun
Reading	чте́ние	chtenie	Noun
Reads	читает	čitaet	Noun
Reads	прочитывает	prochityvaet	Noun
Reads	читать	chitat'	Noun
Ready	гото́вый	gotovyi	Noun
Ready	готов	gotov	Noun
Real	настоящий	nastoâŝij	Noun
Real	пря́мо	prâmo	Noun
Real	реа́льный	real'nyi	Noun
Real Estate Agent	риэлтор	rieltor	Noun
Real Estate Agent	агент по недвижимости	agent po nedvizhimosti	Noun
Real Estate Agent	агент недвижимости	agent nedvizhimosti	Noun
Realistic	реалистичный	realistichnyi	Noun
Realistic	реалистично	realistichno	Noun
Reality	действи́тельность	deistvitel'nost'	Verb
Reality	реа́льность	real'nost'	Verb
Reality Show	реалити-шоу	realiti-shou	Noun
Realization	реализа́ция	realizatsija	Noun
Realization	созна́ние	soznanie	Noun
Realize	обнару́жить	obnaruzhit'	Verb
Realize	осозна́ть	osoznat'	Verb
Realize	понимать	ponimatʹ	Verb
Realizing	понимать	ponimatʹ	Verb
Really	впра́вду	vpravdu	Adverb
Really	впрямь	vprjam'	Adverb
Really	действи́тельно	deistvitel'no	Adverb
Really	неуже́ли	neuzheli	Adverb
Really	очень	očenʹ	Adverb
Really	правда	pravda	Adverb
Really	со́бственно	sobstvenno	Adverb
Really	совсем	sovsem	Adverb
Really	точно	točno	Adverb
Really	уж	uzh	Adverb
Realm	ца́рство	tsarstvo	Noun
Reapply	подать заявку снова	podat' zajavku snova	Adverb
Reapply	подать заявку	podat' zajavku	Adverb
Rear	вы́ходить	vyhodit'	Verb
Rear	тыл	tyl	Verb
Rearrange	перестраивать	perestraivat'	Noun
Rearrange	перестроить	perestroit'	Noun
Rearrange	переставить	perestavit'	Noun
Reason	причи́на	prichina	Verb
Reason	причина	prichina	Verb
Reason	ра́зум	razum	Verb
Reason	рассужда́ть	rassuzhdat'	Verb
Reason Why	причина	prichina	Noun
Reason Why	основание	osnovanie	Noun
Reason Why	повод	povod	Noun
Reason Why	мотив	motiv	Noun
Reasonable	разу́мный	razumnyi	Noun
Reasonable	разумный	razumnyi	Noun
Reasonably Priced	по разумной цене	po razumnoi tsene	Noun
Reasoning	рассужде́ние	rassuzhdenie	Noun
Reasons	соображе́ние	soobrazhenie	Noun
Rebellion	восстание	vosstanie	Noun
Rebuild	восстановить	vosstanovitʹ	Noun
Rebuilding	перестро́йка	perestroika	Verb
Receive	получа́ть	poluchat'	Verb
Receive	получи́ть	polučitʹ	Verb
Receives	принимать	prinimatʹ	Noun
Recent	неда́вний	nedavnii	Noun
Recent	недавней	nedavnei	Noun
Recent	свежая	svezhaja	Noun
Recent	свежий	svezhii	Noun
Recent	недавняя	nedavnjaja	Noun
Recent	недавние	nedavnie	Noun
Recent	недавних	nedavnih	Noun
Recent	недавнее	nedavnee	Noun
Recently	в последнее время	v poslednee vremja	Adverb
Recently	неда́вно	nedavno	Adverb
Reception	прием	priem	Noun
Reception	приём	priem	Noun
Receptionist	администратор	administrator	Noun
Receptionist	администратором	administratorom	Noun
Receptionist	администратору	administratoru	Noun
Receptionist	рецепциониста	retseptsionista	Noun
Receptionist	рецепционисткой	retseptsionistkoi	Noun
Recess	перемена	peremena	Noun
Recipe	рецепт	retsept	Noun
Recognize	узна́ть	uznatʹ	Verb
Recognized	узнал	uznal	Verb
Recommend	рекомендова́ть	rekomendovat'	Verb
Recommend	советую	sovetuju	Verb
Recommend	рекомендую	rekomenduju	Verb
Recommend	советуем	sovetuem	Verb
Recommend	порекомендовала	porekomendovala	Verb
Record	за́пись	zapis'	Verb
Record	записа́ть	zapisatʹ	Verb
Record	история	istoriâ	Verb
Record	пласти́нка	plastinka	Verb
Record	пластинку	plastinku	Verb
Record	рекорд	rekord	Verb
Record	запись	zapis'	Verb
Record	пластинка	plastinka	Verb
