English	German	Part of Speech
Painting	Gemälde	Noun
Painting	Malen	Noun
Paintings	Bilder	Noun
Paintings	das Gemälde	Noun
Paintings	Gemälde	Noun
Pair	Paar	Noun
Pair Work	Partnerarbeit	Noun
Pairs	Paar	Noun
Pairs Of Pants	Hosen	Noun
Pajama	Pyjama	Noun
Pajamas	Pyjama	Noun
Pajamas	Schlafanzug	Noun
Pakistan	Pakistan	Noun
Palace	das Schloss	Noun
Palace	der Palast	Noun
Palace	Palast	Noun
Palace	Palastes	Noun
Palace	Paläste	Noun
Palace	Schloss	Noun
Palace's	das Schloss	Noun
Palace's	der Palast	Noun
Palace's	Palast	Noun
Palace's	Schloss	Noun
Pan	die Schale	Noun
Pan	Pfanne	Noun
Pan	Schale	Noun
Pancake	Pfannkuchen	Noun
Pancake Turner	Pfannenwender	Noun
Panda	Panda	Noun
Panda's	Panda	Noun
Pandemic	Pandemie	Noun
Panic	die Panik	Noun
Panic	Panik	Noun
Pannier	Korb	Noun
Panorama	das Panorama	Noun
Pants	Hose	Noun
Pants	Hosen	Noun
Pantyhose	Strumpfhose	Noun
Papa's	Papas	Noun
Paper	Papier	Noun
Paper Recycling Can	die Papiertonne	Noun
Paper Towels	Küchenpapier	Noun
Paper Towels	Papierhandtücher	Noun
Paper Towels	Papiertücher	Noun
Paperwork	Büroarbeit	Noun
Paperwork	die Unterlagen	Noun
Paperwork	Papierkram	Noun
Paperwork	Unterlagen	Noun
Paprika	Paprika	Noun
Parade	Parade	Noun
Paragraph	Absatz	Noun
Paragraph	Abschnitt	Noun
Paragraph	der Absatz	Noun
Paramedic	Sanitäter	Noun
Parasol	Sonnenschirm	Noun
Parcel Delivery Service	Paketdienst	Noun
Parcel Locker	Paketstation	Noun
Parcel Number	Trackingnummer	Noun
Parcel Service	Paketdienst	Noun
Parcel Station	Paketstation	Noun
Parchment Paper	Backpapier	Noun
Pardon	die Verzeihung	Noun
Pardon	Vergebung	Noun
Pardon	Verzeihung	Noun
Parent	die Eltern	Noun
Parent	Eltern	Noun
Parent	Elternteil	Noun
Parent Conference	Elternabend	Noun
Parent Meeting	Elternabend	Noun
Parent's	Elternteil	Noun
Parent's	Vater	Noun
Parent-Teacher Meeting	Elternabend	Noun
Parental Custody	Sorgerecht	Noun
Parental Leave	Elternzeit	Noun
Parental Time Off	Elternzeit	Noun
Parenting	die Erziehung	Noun
Parenting	Erziehung	Noun
Parents	die Eltern	Noun
Parents	Eltern	Noun
Parents'	Eltern	Noun
Parents' Evening	Elternabend	Noun
Parents-In-Law	die Schwiegereltern	Noun
Paris	Paris	Noun
Parish	Gemeinde	Noun
Park	das Spielfeld	Noun
Park	Grünanlagen	Noun
Park	Parke	Noun
Park	Spielfeld	Noun
Park	Sportplatz	Noun
Parked	geparkt	Verb
Parked	parkte	Verb
Parked	parkten	Verb
Parking	Parkplatz	Verb
Parking Bay	Stellplatz	Noun
Parking Bay For Disabled	Behindertenparkplatz	Noun
Parking Deck	Parkhaus	Noun
Parking Garage	Parkgarage	Noun
Parking Garage	Parkhaus	Noun
Parking Garage	Tiefgarage	Noun
Parking Lot	Parkplatz	Noun
Parking Place	Stellplatz	Noun
Parking Space	Parkplatz	Noun
Parking Space	Stellplatz	Noun
Parking Space For Disabled Persons	Behindertenparkplatz	Noun
Parking Spot	Parklücke	Noun
Parking Spot	Parkplatz	Noun
Parking Spot	Parkstelle	Noun
Parking Spot	Stellplatz	Noun
Parking Spot For Disabled	Behindertenparkplatz	Noun
Parking Structure	Parkhaus	Noun
Parks	Parks	Noun
Parliament's	Bundestag	Noun
Parliament's	der Bundestag	Noun
Parlor	Eisdiele	Noun
Parlor	Salon	Noun
Parrot	Papagei	Noun
Parrot	Papageis	Noun
Parrot's	Papagei	Noun
Parrots	Papageien	Noun
Part	Abschnitt	Noun
Part	Abschnitten	Noun
Part	Anteil	Noun
Part	das Element	Noun
Part	das Kleidungsstück	Noun
Part	der Anteil	Noun
Part	die Rolle	Noun
Part	Elementen	Noun
Part	Kleidungsstück	Noun
Part	Rolle	Noun
Part	Schauspielrolle	Noun
Part	Stück	Noun
Part	Stücks	Noun
Part	Teil	Noun
Part Of Letter	der Briefteil	Noun
Part-Time	Teilzeit	Noun
Part-Time Work	jobben	Verb
Partially	teilweise	Adverb
Participant	Teilnehmer	Noun
Participants	Teilnehmer	Noun
Participants'	Teilnehmer	Noun
Participating	teilnehmen	Verb
Participation	die Teilnahme	Noun
Participation	Teilnahme	Noun
Particularly	insbesondere	Adverb
Partied	gefeiert	Verb
Parties	Abschlussfeiern	Noun
Parties	Feiern	Noun
Parties	Feste	Noun
Parties	Parteien	Noun
Parties	Partys	Noun
Parting	Abschied	Verb
Partly	teilweise	Adverb
Partner	Begleitung	Noun
Partner	Ehepartnerin	Noun
Partner	Ehepartners	Noun
Partner	Freund	Noun
Partner	Geliebter	Noun
Partner	Lebenspartner	Noun
Partner	Partnerin	Noun
Partner	Partners	Noun
Partner	Trainingspartner	Noun
Partner	Verbündete	Noun
Partner	Verbündeten	Noun
Partner Work	Partnerarbeit	Noun
Partner's	Partner	Noun
Partnering	die Zusammenarbeit	Noun
Partnering	Kooperation	Noun
Partnering	Zusammenarbeit	Noun
Partners	Partner	Noun
Parts	Anteil	Noun
Parts	Aufgabe	Noun
Parts	der Anteil	Noun
Parts	die Partei	Noun
Parts	die Stimme	Noun
Parts	Partei	Noun
Parts	Stimme	Noun
Party	die Partei	Noun
Party	Feier	Noun
Party	Partei	Noun
Party	Überraschungsparty	Noun
Party's	die Gesellschaft	Noun
Party's	die Partei	Noun
Party's	Gastgeber	Noun
Party's	Gesellschaft	Noun
Party's	Partei	Noun
Party's	Veranstaltung	Noun
Pass	Abo	Noun
Pass	das Reich	Noun
Pass	das Vergehen	Noun
Pass	der Bestand	Noun
Pass	Karte	Noun
Pass	Zutrittskarte	Noun
Pass The Time	die Zeit verbringen	Noun
Pass The Time	die Zeit vertreiben	Noun
Passage	Annahme	Noun
Passage	die Annahme	Noun
Passed	das Vergehen	Noun
Passed	vergangen	Verb
Passenger	Fahrgast	Noun
Passenger	Passagier	Noun
Passenger's	Fahrgast	Noun
Passengers	Beifahrer	Noun
Passengers	die Reisende	Noun
Passengers	Mitfahrer	Noun
Passengers	Passagiere	Noun
Passengers	Reisende	Noun
Passes	Ausweise	Noun
Passing/going Off	Ablauf	Noun
Passion	Begierde	Noun
Passion	die Leidenschaft	Noun
Passion	Feuer	Noun
Passion	Gefühlsausbruch	Noun
Passion	Leidenschaft	Noun
Passion	Leidenschaftlichkeit	Noun
Passion	verlangen	Verb
Passion	Verlangen	Noun
Passion	Wutanfall	Noun
Passionately	leidenschaftlich	Adverb
Passport	Pass	Noun
Passport	Reisepass	Noun
Passport Control	Passkontrolle	Noun
Passport Photo	Passfoto	Noun
Password	das Passwort	Noun
Password	Kennwort	Noun
Password	Passwort	Noun
Password	Pin	Noun
Password-Protected	passwortgeschützt	Verb
Passwords	das Passwort	Noun
Passwords	Passwort	Noun
Past	die Vergangenheit	Noun
Past	vergangen	Verb
Past	Vergangenheit	Noun
Past Tense	die Vergangenheit	Noun
Past Tense	Vergangenheit	Noun
Pasta	Nudeln	Noun
Pastel	Kreide	Noun
Pastel	Pastell	Noun
Pastel Chalk	Pastell	Noun
Pastels	Pastell	Noun
Pastor	Pfarrer	Noun
Pastries	Gebäck	Noun
Pastry Shop	die Konditorei	Noun
Pastry Shop	Konditorei	Noun
Pasture	die Wiese	Noun
Pasture	Wiese	Noun
Pat	der Schlag	Noun
Pat	Schlag	Noun
Patch	Lappen	Noun
Patchwork	Patchworkfamilie	Noun
Patchwork Family	Patchworkfamilie	Adverb
Path	der Pfad	Noun
Path	der Weg	Noun
Path	die Laufbahn	Noun
Path	Pfades	Noun
Path	Radweg	Noun
Path	Road	Noun
Path	Way	Noun
Path	Weg	Noun
Path To School	Schulweg	Noun
Patience	Geduld	Noun
Patience	Toleranz	Noun
Patient	Patient	Noun
Patient's	Patient	Noun
Patiently	geduldig	Adverb
Patio	Außenterrasse	Noun
Patio	Innenhof	Noun
Patio	Terrasse	Noun
Patio	Veranda	Noun
Patron	Sponsor	Noun
Patronage	Förderung	Noun
Pattern	das Muster	Noun
Pattern	gestalten	Verb
Pattern	Muster	Noun
Paul	Paul	Noun
Pauses	Pausen	Noun
Pay	Bezahle	Noun
Pay	Gehalts	Noun
Pay	Gehältern	Noun
Pay	Lohn	Noun
Pay	Ursprung	Noun
Pay	Zahl	Noun
Pay Negotiation	Gehaltsverhandlung	Noun
Pay Off	abbezahlen	Verb
Pay Off	begleichen	Verb
Pay Off	belohnen	Verb
Pay Off	sich auszahlen	Verb
Pay Off	sich lohnen	Verb
Pay Off	tilgen	Verb
Pay Off	zurückzahlen	Verb
Pay Raise Negotiation	Gehaltsverhandlung	Noun
Paying	abbezahlen	Verb
Paying	auszahlen	Verb
Paying	bezahlen	Verb
Paying	bezahlst	Verb
Paying	bezahlt	Verb
Paying	Lohn	Verb
Paying	sich lohnen	Verb
Paying	Ursprung	Verb
Paying	zahle	Verb
Paying	zahlen	Verb
Paying	zahlend	Verb
Paying	zahlende	Verb
Paying	zahlenden	Verb
Paying	zahlt	Verb
Payment	Abzahlung	Noun
Payment	Belohnung	Noun
Payment	Bezahlung	Noun
Payment	die Belohnung	Noun
Payment	die Bezahlung	Noun
Payment	die Leistung	Noun
Payment	Leistung	Noun
Payment	Lohn	Noun
Payment	Rückzahlung	Noun
Payment	Zahlung	Noun
Payment	Überweisung	Noun
Payment By Card	Kartenzahlung	Noun
Payment Details	Bankverbindung	Noun
Payment Method	Bezahlart	Noun
Payment Method	Bezahlmethode	Noun
Payment Method	Zahlungsart	Noun
Payment Method	Zahlungsmethode	Noun
Payment Method	Zahlungsweise	Noun
Payments	Belohnung	Noun
Payments	die Belohnung	Noun
Payments	Lohn	Noun
Pays	Lohn	Noun
Pe	Sportunterricht	Noun
Pea	Erbse	Noun
Peace	der Frieden	Noun
Peace	die Entspannung	Noun
Peace	die Ruhe	Noun
Peace	Entspannung	Noun
Peace	Friede	Noun
Peace	Frieden	Noun
Peace	Ruhe	Noun
Peach	Pfirsich	Noun
Peach	Pfirsichen	Noun
Peach	Pfirsichton	Noun
Peak	Berggipfel	Noun
Peak	Berggipfels	Noun
Peak	der Gipfel	Noun
Peak	der Höhepunkt	Noun
Peak	Gipfel	Noun
Peak	Gipfels	Noun
Peak	Höchst-	Noun
Peak	Höhepunkt	Noun
Peak	Kamm	Noun
Peak	Krone	Noun
Peak	Kuppe	Noun
Peak	Piek	Noun
Peak	Schild	Noun
Peak	Schirm	Noun
Peak	Spitzen	Noun
Peak/am Peaking	Gipfel	Noun
Peaks	der Gipfel	Noun
Peaks	Gipfel	Noun
Peanut	Erdnuss	Noun
Peanut	Erdnüssen	Noun
Peanuts	Erdnüsse	Noun
Pear	Birne	Noun
Pears	Birnen	Noun
Peculiarity	Besonderheit	Noun
Peculiarity	die Besonderheit	Noun
Pedal	Pedal	Noun
Pedestrian	Fußgänger	Noun
Pedestrian	Fußgängerin	Noun
Pedestrian	Fußgängern	Noun
Pedestrian	Passant	Noun
Pedestrian Zone	Fußgängerzone	Noun
Pedestrians	Fußgänger	Noun
Pediatrician	der Kinderarzt	Noun
Pediatrician	Kinderarzt	Noun
Pedometer	Schrittzähler	Noun
Peel	die Schale	Noun
Peel	Schale	Noun
Peeled	schälen	Verb
Pen	der Kugelschreiber	Noun
Pen	Feder	Noun
Pen	Kugelschreiber	Noun
Pen	Stift	Noun
Pen Case	Federmäppchen	Noun
Penalized	bestrafen	Verb
Penalty	die Strafe	Noun
Penalty	Strafe	Noun
Penalty	Strafstoß	Noun
Penalty Kick	Strafstoß	Noun
Penalty Shot	Strafstoß	Noun
Pencil	Bleistift	Noun
Pencil	Stift	Noun
Pencil Box	Federmäppchen	Noun
Pencil Case	Federmäppchen	Noun
Pencil Pouch	Federmäppchen	Noun
Pencils	Stifte	Noun
Penguin	Pinguin	Noun
Penguin	Pinguins	Noun
Penguins	Pinguine	Noun
Penknife	Taschenmesser	Noun
Penny	Cent	Noun
Penny	Centstück	Noun
Pens	Stifte	Noun
Pension	Rente	Noun
Penury	Armut	Noun
Penury	die Armut	Noun
People	die Leute	Noun
People	Leute	Noun
People	Leuten	Noun
People	Menschen	Noun
People	Personen	Noun
People's	die Leute	Noun
People's	Leute	Noun
People's	Menschen	Noun
Pepper	Pfeffer	Noun
Peppers	Paprika	Noun
Per Cent	Prozent	Noun
Perceived	erkannt	Verb
Perceives	bemerken	Verb
Perceives	empfinden	Verb
Perceives	erkennen	Verb
Perceives	feststellen	Verb
Perceives	spüren	Verb
Perceives	wahrnehmen	Verb
Percent	Prozent	Noun
Percent Chance Of	Wahrscheinlichkeit für	Noun
Percussionist	Schlagzeuger	Noun
Perfect Partner	Traumpartner	Noun
Perfectly	exakt	Adverb
Perfectly	perfekt	Adverb
Perform	das Auftreten	Noun
Perform	die Macht	Noun
Perform	Mach	Noun
Perform	vorführen	Verb
Performance	Auftritt	Noun
Performance	das Spiel	Noun
Performance	der Auftritt	Noun
Performance	die Leistung	Noun
Performance	die Vorstellung	Noun
Performance	Leistung	Noun
Performance	Leistungen	Noun
Performance	Spiel	Noun
Performance	Umstand	Noun
Performance	Vorstellung	Noun
Performance	Vorstellungskraft	Noun
Performed	getan	Verb
Performed	Tatort	Verb
Performer	Artist	Noun
Performer	Artisten	Noun
Performer	Auftretenden	Noun
Performer	Darsteller	Noun
Performer	Entertainer	Noun
Performer	Künstler	Noun
Performer	Künstlerin	Noun
Performers	Künstler	Noun
Perfume	Parfüm	Noun
Perfumed	aromatisch	Verb
Perhaps	Vielleicht	Noun
Period	der Punkt	Noun
Period	der Zeitraum	Noun
Period	die Zeitspanne	Noun
Period	Periode	Noun
Period	Punkt	Noun
Period	Wochentag	Noun
Period	Zeit	Noun
Period	Zeiteinheit	Noun
Period	Zeitrahmen	Noun
Period	Zeitraum	Noun
Period	Zeitspanne	Noun
Period	Zeitzonen	Noun
Period Building	Altbau	Noun
Period Of Education	die Ausbildungszeit	Noun
Permanent Resident	Daueraufenthaltsberechtigter	Noun
Permanent Resident	Dauerbewohner	Noun
Permanent Resident	Green-Card-Inhaber	Noun
Permanent Resident	Niederlassungsberechtigter	Noun
Permanently	dauerhaft	Adverb
Permanently	dauernd	Adverb
Permanently	fest	Adverb
Permanently	feste	Adverb
Permanently	ständig	Adverb
Permission	die Genehmigung	Noun
Permission	Erlaubnis	Noun
Permission	Genehmigung	Noun
Permissiveness	Toleranz	Noun
Permit	Berechtigung	Noun
Permit	die Genehmigung	Noun
Permit	Erlauben	Noun
Permit	Erlaubnis	Noun
Permit	Erlaubst	Noun
Permit	Genehmigung	Noun
Permit	gestatten	Verb
Permit	Parkausweis	Noun
Permit	Passierschein	Noun
Permitted	erlaubt	Verb
Perpetrator	Täter	Noun
Perpetrator's	Täter	Noun
Perpetrators	Täter	Noun
Perpetrators'	Täter	Noun
Perplexed	verwirrt	Verb
Perplexing	verwirrend	Verb
Persevered	durchhalten	Verb
Persevered	durchsetzen	Verb
Persevering	ausdauernd	Verb
Person	die Person	Noun
Person	Mensch	Noun
Person Of Character	die Persönlichkeit	Noun
Person Of Character	Persönlichkeit	Noun
Person Who	die Person	Noun
Person Who	Person	Noun
Personal	Privat	Noun
Personality	Anzüglichkeit	Noun
Personality	Charakter	Noun
Personality	Charakteren	Noun
Personality	der Charakter	Noun
Personality	die Persönlichkeit	Noun
Personality	Persönlichkeit	Noun
Personality	Persönlichkeiten	Noun
Personality	Wesen	Noun
Personally	persönlich	Adverb
Personally	selbst	Adverb
Personnel	das Personal	Noun
Personnel	Personal	Noun
Perspective	Blickwinkel	Noun
Perspective	der Einblick	Noun
Perspective	Einblick	Noun
Persuading	bewegen	Verb
Persuading	überreden	Verb
Persuading	überzeugen	Verb
Persuasion	die Überzeugung	Noun
Persuasion	Überzeugung	Noun
Pet	das Haustier	Noun
Pet	Haustier	Noun
Pet Name	das Kosewort	Noun
Petition	Antrag	Noun
Petroleum	das Erdöl	Noun
Petroleum	Erdöl	Noun
Pets	Haustiere	Noun
Pharaoh	Pharao	Noun
Pharmacist	Apotheker	Noun
Pharmacists	Apotheker	Noun
Pharmacy	Apotheke	Noun
Pharmacy	Drogerie	Noun
Phase	die Kampagne	Noun
Phase	Kampagne	Noun
Philosopher	Philosoph	Noun
Philosopher's	Philosoph	Noun
Philosophy	Philosophie	Noun
Phone	Call	Noun
Phone	Handy	Noun
Phone	Telefon	Noun
Phone	Telefonen	Noun
Phone Call	Anruf	Noun
Phone Number	Telefonnummer	Noun
Phone's	Telefon	Noun
Phones	Telefon	Noun
Photo	Foto	Noun
Photo	Fotos	Noun
Photo Album	Fotoalbum	Noun
Photo Book	Fotobuch	Noun
Photo Caption	Bildtext	Noun
Photo's	Bild	Noun
Photo's	Foto	Noun
Photo's	Fotos	Noun
Photocopy	Fotokopie	Noun
Photograph	Foto	Noun
Photograph	Fotografie	Noun
Photographer	Fotograf	Noun
Photographer	Fotografin	Noun
Photographer's	Fotograf	Noun
Photographer's	Fotografen	Noun
Photographers	Fotografen	Noun
Photographs	Foto	Noun
Photography	Fotografie	Noun
Photos	Bilder	Noun
Photos	Fotos	Noun
Photovoltaic System	Solaranlage	Noun
Phrase	Ausdruck	Noun
Phrase	Ausdrücke	Noun
Phrase	der Spruch	Noun
Phrase	die Phrase	Noun
Phrase	die Wendung	Noun
Phrase	phrasieren	Verb
Phrase	Redensart	Noun
Phrase	Redewendung	Noun
Phrase	Satzteil	Noun
Phrase	Spruch	Noun
Phrase	Wendung	Noun
Phrase	Wendungen	Noun
Physical Education	Sportunterricht	Noun
Physical Expression	Körpersprache	Noun
Physical Therapist	der Physiotherapeut	Noun
Physical Therapist	Physiotherapeut	Noun
Physician	Arzt	Noun
Physician	Arztpraxis	Noun
Physician	die Arztpraxis	Noun
Physicist	Physiker	Noun
Physicists	Physiker	Noun
Physics	Physik	Noun
Physiotherapist	der Physiotherapeut	Noun
Physiotherapist	Physiotherapeut	Noun
Piano	Klavier	Noun
Piano	Klavierunterricht	Noun
Piano Player	Pianist	Noun
Piano Player	Pianistin	Noun
Pick	aufstellen	Verb
Pick	aussuchen	Verb
Pick	empfangen	Verb
Pick	festnehmen	Verb
Pick	heb	Verb
Pick	heben	Verb
Pick	hervorheben	Verb
Pick	hole	Verb
Pick	holst	Verb
Pick	pflücken	Verb
Pick	steigt	Verb
Pick	zunehmen	Verb
Pickup	Abholung	Noun
Picnic	Picknick	Noun
Picture	Bild	Noun
Picture	Darstellung	Noun
Picture	das Porträt	Noun
Picture	Foto	Noun
Picture	Porträt	Noun
Picture Of	Porträt von	Noun
Pictures	Bilder	Noun
Pictures	das Porträt	Noun
Pictures	Fotos	Noun
Pictures	Porträt	Noun
Pie	Kuchen	Noun
Pie	Pastete	Noun
Piece	artikels	Quantifier
Piece	Blatt	Quantifier
Piece	das Kleidungsstück	Quantifier
Piece	das Tattoo	Quantifier
Piece	die Spielfigur	Quantifier
Piece	Kleidungsstück	Quantifier
Piece	Lose	Quantifier
Piece	Puzzleteil	Quantifier
Piece	Scherbe	Quantifier
Piece	Scherben	Quantifier
Piece	schnitte	Quantifier
Piece	Spielfigur	Quantifier
Piece	Stück	Quantifier
Piece	stück	Quantifier
Piece	stücke	Quantifier
Piece	Stücks	Quantifier
Piece	Tattoo	Quantifier
Piece Count	Stückzahl	Noun
Piece Of	Stück	Noun
Piece Of Advice	der Ratschlag	Quantifier
Piece Of Advice	Ratschlag	Quantifier
Piece Of Cord	Schnur	Noun
Piece Of Equipment	das Gerät	Quantifier
Piece Of Equipment	Gerät	Quantifier
Piece Of Furniture	die Möbel	Quantifier
Piece Of Furniture	Möbel	Quantifier
Piece Of Furniture	Möbelstück	Quantifier
Piece Of String	Schnur	Noun
Piece Of Work	Arbeit	Noun
Piece Of Work	Gartenarbeit	Noun
Piece Price	Stückpreis	Noun
Pieces Of	Stück	Noun
Pier	Steg	Noun
Pierced	durchstechen	Verb
Pierced	durchstochen	Verb
Pierced	gepierct	Verb
Pierced	Nasenpiercing	Verb
Pierced	Piercings	Verb
Piercing	Piercing	Verb
Pig	Schwein	Noun
Pig's	Meerschweinchen	Noun
Pigeonhole	das Fach	Noun
Pigeonhole	Fach	Noun
Pigeonhole	Postfach	Noun
Pigeons	Tauben	Noun
Piglet	Ferkel	Noun
Pile	Bauwerk	Noun
Pile	das Bauwerk	Noun
Pile	der Haufen	Noun
Pile	der Stapel	Noun
Pile	die Masse	Noun
Pile	Flaum	Noun
Pile	Flor	Noun
Pile	Haufen	Noun
Pile	Masse	Noun
Pile	Pfahl	Noun
Pile	Stapel	Noun
Pile	Stoß	Noun
Pill	Pille	Noun
Pill	Pillen	Noun
Pill	Tablette	Noun
Pillow	das Kissen	Noun
Pillow	Kissen	Noun
Pillow	Kopfkissen	Noun
Pillows	das Kissen	Noun
Pillows	Kissen	Noun
Pilot	Piloten	Noun
Pilot	Pilotin	Noun
Pilot's	Pilot	Noun
Pilots'	Piloten	Noun
Pin	Pin	Noun
Pin Number	Geheimzahl	Noun
Pin/am Pinning	Schlag	Noun
Pinboard	die Pinnwand	Noun
Pinboard	Pinnwand	Noun
Pineapple	Ananas	Noun
Ping	das Signal	Noun
Ping	der Ton	Noun
Ping	Echo	Noun
Ping	Piepton	Noun
Ping	Signal	Noun
Ping	Ton	Noun
Pinnacle	der Höhepunkt	Noun
Pinnacle	Höhepunkt	Noun
Pioneer	Entdecker	Noun
Pioneer	Pionier	Noun
Pipe	die Pfeife	Noun
Pipe	Flöte	Noun
Pipe	Pfeif	Noun
Pipe	Pfeife	Noun
Pipe	Rohr	Noun
Pipe	Rohre	Noun
Pipe	Rohrs	Noun
Pipe	Schlauch	Noun
Pirate	Pirat	Noun
Pirate	Piraten	Noun
Pirate	Piratin	Noun
Pirates	Piraten	Noun
Pit	Kerne	Noun
Pit	Lochs	Noun
Pitch	das Spielfeld	Noun
Pitch	Spielfeld	Noun
Pitch	Stellplatz	Noun
Pitched	aufstellen	Verb
Pitched	werfen	Verb
Pitchfork	Mistgabel	Noun
Pity	das Mitgefühl	Noun
Pity	das Mitleid	Noun
Pity	Mitgefühl	Noun
Pity	Mitleid	Noun
Pity	Schade	Noun
Pizza	Pizzen	Noun
Pizza's	Pizzas	Noun
Pizzas	Pizzen	Noun
Place	der Standort	Noun
Place	Lege	Noun
Place	Legst	Noun
Place	Ort	Noun
Place	Platz	Noun
Place	Plätzen	Noun
Place	Positionen	Noun
Place	Schauplätze	Noun
Place	Setze	Noun
Place	Setzt	Noun
Place	Sitz	Noun
Place	Spot	Noun
Place	Standorten	Noun
Place	Standorts	Noun
Place	Stelle	Noun
Place	Stätten	Noun
Place	Tatort	Noun
Place Of Work	Arbeitsplatz	Noun
Place To Sleep	der Schlafplatz	Noun
Place To Stay	Unterkunft	Noun
Placement	Unterbringung	Noun
Plain	die Ebene	Noun
Plain	Ebene	Noun
Plain	Uni	Noun
Plainly	deutlich	Adverb
Plan	absprechen	Verb
Plan	Arbeitsplan	Verb
Plan	beabsichtigen	Verb
Plan	der Vorsatz	Noun
Plan	geplant	Verb
Plan	plane	Verb
Plan	planen	Verb
Plan	planst	Verb
Plan	plant	Verb
Plan	Planung	Verb
Plan	projekte	Verb
Plan	Taktik	Verb
Plan	Terminplan	Verb
Plan	Vorsatz	Verb
Plan's	das Konzept	Noun
Plan's	der Entwurf	Noun
Plan's	Entwurf	Noun
Plan's	Konzept	Noun
Plan's	Plan	Noun
Plan's	Programm	Noun
Plane	die Ebene	Noun
Plane	Ebene	Noun
Plane	Flugzeug	Noun
Plane's	Ankunft	Noun
Planet	der Planet	Noun
Planet	Planeten	Noun
Planet Venus	Venus	Noun
Planned	das Konzept	Noun
Planned	der Entwurf	Noun
Planned	Entwurf	Noun
Planned	Konzept	Noun
Planner	Agenda	Noun
Planner	der Organisator	Noun
Planner	Organisator	Noun
Planning	plane	Verb
Planning	Planung	Verb
Planning On	das Vorhaben	Noun
Plans	Pläne	Noun
Plans	Zukunftspläne	Noun
Plant	die Pflanze	Noun
Plant	Kunstwerk	Noun
Plant	Pflanze	Noun
Plant	Tomatenpflanze	Noun
Plant Food	der Dünger	Noun
Plant Food	Dünger	Noun
Plant's	Betrieb	Noun
Plant's	die Pflanze	Noun
Plant's	Fabrik	Noun
Plant's	Pflanze	Noun
Plants	Pflanzen	Noun
Plaster	Gips	Noun
Plastic	Kunststoff	Noun
Plastic	Plastik	Noun
Plastic Bag	die Plastiktüte	Noun
Plastic Bag	Plastiktüte	Noun
Plate	Teller	Noun
Plates	Teller	Noun
Platform	Bahnsteig	Noun
Platform	die Plattform	Noun
Platform	Gleis	Noun
Platform	Plattform	Noun
Platform	Rampe	Noun
Play	das Kleidungsstück	Noun
Play	das Spiel	Noun
Play	Dramas	Noun
Play	Kleidungsstück	Noun
Play	Montage	Noun
Play	Spiel	Noun
Play	Spielen	Noun
Play	Spieltag	Noun
Play	Spielte	Noun
Play	Stück	Noun
Play	Stücks	Noun
Play	Theateraufführung	Noun
Play	Theaterstück	Noun
Play	Theaterstücken	Noun
Play	Theaterstücks	Noun
Play A Part	eine Funktion haben	Verb
Play A Part	eine Rolle spielen	Verb
Play A Part	eine Rolle übernehmen	Verb
Play A Part	mitwirken	Verb
Play's	Stück	Noun
Play/am Playing	Schlag	Noun
Play/am Playing	Spieltag	Noun
Played	abspielen	Verb
Played	gespielt	Verb
Played	gezogen	Verb
Played	mitspielen	Verb
Played	spielte	Verb
Played	spielten	Verb
Player	Spieler	Noun
Player's	Spieler	Noun
Players	Spieler	Noun
Playground	Spielplatz	Noun
Playgrounds	Spielplatz	Noun
Playing	gespielt	Verb
Playing	spiele	Verb
Playing	spielen	Verb
Playing	Spielen	Verb
Playing	spielst	Verb
Playing	spielt	Verb
Playing Soccer	Fußballspielen	Noun
Playing Strategy	Spielstrategie	Noun
Playlist	Playlist	Noun
Playoff	Playoff	Noun
Plays	Spiele	Noun
Plays	Stücke	Noun
Plays	Stücken	Noun
Plays	Theaterstücke	Noun
Playsuit	Strampler	Noun
Pleasant Smell	der Duft	Noun
Pleasant Smell	Duft	Noun
Pleasantly	angenehm	Adverb
Please	bitte	Verb
Please	freuen	Verb
Please	Gefiel	Verb
Please	gefiele	Verb
Please	vergnügen	Verb
Please	vergnügst	Verb
Pleased	gefreut	Verb
Pleased	zufrieden	Verb
Pleasure	die Freude	Noun
Pleasure	Freude	Noun
Pleasure Derived From Another's Misfortune	Schadenfreude	Noun
Plenty Of	Viele	Noun
Plot	brütest	Verb
Plot	Grundstücken	Verb
Plot	Grundstücks	Verb
Plot	Handlung	Verb
Plot	schmieden	Verb
Plot	spiels	Verb
Plot Of Land	Grundstück	Noun
Plot Twist	die Wendung	Noun
Plot Twist	Wendung	Noun
Plug	Stecker	Noun
Plugged	das Schloss	Noun
Plugging	anschließen	Verb
Plugging	einstecken	Verb
Plumber	Installateur	Noun
Plumber	Klempner	Noun
Plumbing	Sanitärinstallation	Verb
Plums	Pflaumen	Noun
Plush Toy	Kuscheltier	Noun
