English	Spanish	Part of Speech
Open	daré comienzo a	Noun
Open	daría a algo	Noun
Open	daría comienzo a	Noun
Open	darían a algo	Noun
Open	darían comienzo a	Noun
Open	darías a algo	Noun
Open	darías comienzo a	Noun
Open	desabrochado	Noun
Open	descubierto	Noun
Open	desplegado	Noun
Open	desplegamos	Noun
Open	desplegar	Noun
Open	desplegaremos	Noun
Open	desplegará	Noun
Open	desplegarán	Noun
Open	desplegaré	Noun
Open	desplegaría	Noun
Open	desplegarían	Noun
Open	desplegarías	Noun
Open	desplegó	Noun
Open	despliega	Noun
Open	despliegan	Noun
Open	despliegas	Noun
Open	despliego	Noun
Open	destapa	Noun
Open	destapamos	Noun
Open	destapan	Noun
Open	destapar	Noun
Open	destaparemos	Noun
Open	destapará	Noun
Open	destaparán	Noun
Open	destaparé	Noun
Open	destaparía	Noun
Open	destaparían	Noun
Open	destaparías	Noun
Open	destapas	Noun
Open	destapo	Noun
Open	destapó	Noun
Open	dilata	Noun
Open	dilatado	Noun
Open	dilatamos	Noun
Open	dilatan	Noun
Open	dilatar	Noun
Open	dilataremos	Noun
Open	dilatará	Noun
Open	dilatarán	Noun
Open	dilataré	Noun
Open	dilataría	Noun
Open	dilatarían	Noun
Open	dilatarías	Noun
Open	dilatas	Noun
Open	dilato	Noun
Open	dilató	Noun
Open	empezado	Noun
Open	empezamos	Noun
Open	empezar	Noun
Open	empezaremos	Noun
Open	empezará	Noun
Open	empezarán	Noun
Open	empezaré	Noun
Open	empezaría	Noun
Open	empezarían	Noun
Open	empezarías	Noun
Open	empezó	Noun
Open	empieza	Noun
Open	empiezan	Noun
Open	empiezas	Noun
Open	empiezo	Noun
Open	encendemos	Noun
Open	encender	Noun
Open	encenderemos	Noun
Open	encenderá	Noun
Open	encenderán	Noun
Open	encenderé	Noun
Open	encendería	Noun
Open	encenderían	Noun
Open	encenderías	Noun
Open	encendido	Noun
Open	encendió	Noun
Open	enciende	Noun
Open	encienden	Noun
Open	enciendes	Noun
Open	enciendo	Noun
Open	ensancharse	Noun
Open	entabla	Noun
Open	entablamos	Noun
Open	entablan	Noun
Open	entablar	Noun
Open	entablaremos	Noun
Open	entablará	Noun
Open	entablarán	Noun
Open	entablaré	Noun
Open	entablaría	Noun
Open	entablarían	Noun
Open	entablarías	Noun
Open	entablas	Noun
Open	entablo	Noun
Open	entabló	Noun
Open	extenderse	Noun
Open	franco	Noun
Open	inaugura	Noun
Open	inauguramos	Noun
Open	inauguran	Noun
Open	inaugurar	Noun
Open	inauguraremos	Noun
Open	inaugurará	Noun
Open	inaugurarán	Noun
Open	inauguraré	Noun
Open	inauguraría	Noun
Open	inaugurarían	Noun
Open	inaugurarías	Noun
Open	inauguras	Noun
Open	inauguro	Noun
Open	inauguró	Noun
Open	inicia	Noun
Open	iniciamos	Noun
Open	inician	Noun
Open	iniciar	Noun
Open	iniciaremos	Noun
Open	iniciará	Noun
Open	iniciarán	Noun
Open	iniciaré	Noun
Open	iniciaría	Noun
Open	iniciarían	Noun
Open	iniciarías	Noun
Open	inicias	Noun
Open	inicio	Noun
Open	inició	Noun
Open	instalar	Noun
Open	libre	Noun
Open	manifiesto	Noun
Open	pondremos	Noun
Open	pondrá	Noun
Open	pondrán	Noun
Open	pondré	Noun
Open	pondría	Noun
Open	pondrían	Noun
Open	pondrías	Noun
Open	pone	Noun
Open	ponemos	Noun
Open	ponen	Noun
Open	poner	Noun
Open	ponerse	Noun
Open	pones	Noun
Open	pongan	Noun
Open	pongo	Noun
Open	puso	Noun
Open	público	Noun
Open	separa	Noun
Open	separamos	Noun
Open	separan	Noun
Open	separar	Noun
Open	separaremos	Noun
Open	separará	Noun
Open	separarán	Noun
Open	separaré	Noun
Open	separaría	Noun
Open	separarían	Noun
Open	separarías	Noun
Open	separas	Noun
Open	separo	Noun
Open	separó	Noun
Open	sincero	Noun
Open	volverse más abierto	Noun
Open	válido hasta su revocación	Noun
Open Out	abran	Noun
Open Out	abras	Noun
Open Out	abrir	Noun
Open Up	abran	Noun
Open Up	abras	Noun
Open Up	abrir	Noun
Open … Up	abran	Noun
Open … Up	abras	Noun
Opened	abierto	Adjective
Opened	abierto al público	Adjective
Opened	abierto al público en general	Adjective
Opened	abrieron	Adjective
Opened	abrimos	Adjective
Opened	abrir	Adjective
Opened	abrirse	Adjective
Opened	abriría	Adjective
Opened	abriría algo a algo	Adjective
Opened	abriría algo a alguien/algo	Adjective
Opened	abrirían	Adjective
Opened	abrirían algo a algo	Adjective
Opened	abrirían algo a alguien/algo	Adjective
Opened	abriste	Adjective
Opened	abrió	Adjective
Opened	abrió algo a algo	Adjective
Opened	abrió algo a alguien/algo	Adjective
Opened	abrí	Adjective
Opened	abrí algo a algo	Adjective
Opened	abrí algo a alguien/algo	Adjective
Opened	abría	Adjective
Opened	abría algo a algo	Adjective
Opened	abría algo a alguien/algo	Adjective
Opened	abríamos	Adjective
Opened	abríamos algo a algo	Adjective
Opened	abríamos algo a alguien/algo	Adjective
Opened	abrían	Adjective
Opened	abrían algo a algo	Adjective
Opened	abrían algo a alguien/algo	Adjective
Opened	abrías	Adjective
Opened	abrías algo a algo	Adjective
Opened	abrías algo a alguien/algo	Adjective
Opened	amplio	Adjective
Opened	animarse	Adjective
Opened	comencé	Adjective
Opened	comenzaba	Adjective
Opened	comenzaban	Adjective
Opened	comenzabas	Adjective
Opened	comenzado	Adjective
Opened	comenzamos	Adjective
Opened	comenzar	Adjective
Opened	comenzaron	Adjective
Opened	comenzaría	Adjective
Opened	comenzarían	Adjective
Opened	comenzaste	Adjective
Opened	comenzábamos	Adjective
Opened	comenzó	Adjective
Opened	conectado	Adjective
Opened	daría a algo	Adjective
Opened	daría comienzo a	Adjective
Opened	darían a algo	Adjective
Opened	darían comienzo a	Adjective
Opened	desabrochado	Adjective
Opened	descubierto	Adjective
Opened	desplegaba	Adjective
Opened	desplegaban	Adjective
Opened	desplegabas	Adjective
Opened	desplegado	Adjective
Opened	desplegamos	Adjective
Opened	desplegar	Adjective
Opened	desplegaron	Adjective
Opened	desplegaría	Adjective
Opened	desplegarían	Adjective
Opened	desplegaste	Adjective
Opened	desplegué	Adjective
Opened	desplegábamos	Adjective
Opened	desplegó	Adjective
Opened	destapaba	Adjective
Opened	destapaban	Adjective
Opened	destapabas	Adjective
Opened	destapado	Adjective
Opened	destapamos	Adjective
Opened	destapar	Adjective
Opened	destaparon	Adjective
Opened	destaparía	Adjective
Opened	destaparían	Adjective
Opened	destapaste	Adjective
Opened	destapábamos	Adjective
Opened	destapé	Adjective
Opened	destapó	Adjective
Opened	dilataba	Adjective
Opened	dilataban	Adjective
Opened	dilatabas	Adjective
Opened	dilatado	Adjective
Opened	dilatamos	Adjective
Opened	dilatar	Adjective
Opened	dilataron	Adjective
Opened	dilataría	Adjective
Opened	dilatarían	Adjective
Opened	dilataste	Adjective
Opened	dilatábamos	Adjective
Opened	dilaté	Adjective
Opened	dilató	Adjective
Opened	dábamos a algo	Adjective
Opened	dábamos comienzo a	Adjective
Opened	empecé	Adjective
Opened	empezaba	Adjective
Opened	empezaban	Adjective
Opened	empezabas	Adjective
Opened	empezado	Adjective
Opened	empezamos	Adjective
Opened	empezar	Adjective
Opened	empezaron	Adjective
Opened	empezaría	Adjective
Opened	empezarían	Adjective
Opened	empezaste	Adjective
Opened	empezábamos	Adjective
Opened	empezó	Adjective
Opened	encender	Adjective
Opened	encendería	Adjective
Opened	encenderían	Adjective
Opened	encendido	Adjective
Opened	encendieron	Adjective
Opened	encendimos	Adjective
Opened	encendiste	Adjective
Opened	encendió	Adjective
Opened	encendí	Adjective
Opened	encendía	Adjective
Opened	encendíamos	Adjective
Opened	encendían	Adjective
Opened	encendías	Adjective
Opened	ensancharse	Adjective
Opened	entablaba	Adjective
Opened	entablaban	Adjective
Opened	entablabas	Adjective
Opened	entablado	Adjective
Opened	entablamos	Adjective
Opened	entablar	Adjective
Opened	entablaron	Adjective
Opened	entablaría	Adjective
Opened	entablarían	Adjective
Opened	entablaste	Adjective
Opened	entablábamos	Adjective
Opened	entablé	Adjective
Opened	entabló	Adjective
Opened	extenderse	Adjective
Opened	franco	Adjective
Opened	inauguraba	Adjective
Opened	inauguraban	Adjective
Opened	inaugurabas	Adjective
Opened	inaugurado	Adjective
Opened	inauguramos	Adjective
Opened	inaugurar	Adjective
Opened	inauguraron	Adjective
Opened	inauguraría	Adjective
Opened	inaugurarían	Adjective
Opened	inauguraste	Adjective
Opened	inaugurábamos	Adjective
Opened	inauguré	Adjective
Opened	inauguró	Adjective
Opened	iniciaba	Adjective
Opened	iniciaban	Adjective
Opened	iniciabas	Adjective
Opened	iniciado	Adjective
Opened	iniciamos	Adjective
Opened	iniciar	Adjective
Opened	iniciaron	Adjective
Opened	iniciaría	Adjective
Opened	iniciarían	Adjective
Opened	iniciaste	Adjective
Opened	iniciábamos	Adjective
Opened	inicié	Adjective
Opened	inició	Adjective
Opened	libre	Adjective
Opened	manifiesto	Adjective
Opened	pondría	Adjective
Opened	pondrían	Adjective
Opened	poner	Adjective
Opened	ponía	Adjective
Opened	poníamos	Adjective
Opened	ponían	Adjective
Opened	ponías	Adjective
Opened	puesto	Adjective
Opened	puse	Adjective
Opened	pusieron	Adjective
Opened	pusimos	Adjective
Opened	pusiste	Adjective
Opened	puso	Adjective
Opened	público	Adjective
Opened	separaba	Adjective
Opened	separaban	Adjective
Opened	separabas	Adjective
Opened	separado	Adjective
Opened	separamos	Adjective
Opened	separar	Adjective
Opened	separaron	Adjective
Opened	separaría	Adjective
Opened	separarían	Adjective
Opened	separaste	Adjective
Opened	separábamos	Adjective
Opened	separé	Adjective
Opened	separó	Adjective
Opened	sincero	Adjective
Opened	volverse más abierto	Adjective
Opened	válido hasta su revocación	Adjective
Opening	abre	Noun
Opening	abres	Noun
Opening	abriendo	Noun
Opening	abrir	Noun
Opening	abro	Noun
Opening	apertura	Noun
Opening	estreno	Noun
Opening	inauguración	Noun
Opening	la inauguración	Noun
Opening	vacante	Noun
Opening Act	el telonero	Noun
Opening Act	la telonera	Noun
Opening Ceremony	inauguración	Noun
Opening Ceremony	la ceremonia de apertura	Noun
Opening Night	la noche del estreno	Noun
Opens	abre	Noun
Opera	ópera	Noun
Opera House	ópera	Noun
Operate	operar	Noun
Operation	operación	Noun
Operation	una operación	Noun
Operator	la operadora	Noun
Opinion	opinión	Noun
Opinion	parecer	Noun
Opinion	postura	Noun
Opinion On	opinión acerca de	Noun
Opinion On	opinión sobre	Noun
Opponent	adversaria	Noun
Opponent	adversario	Noun
Opponent	contrario	Noun
Opponent	contrincante	Noun
Opponent	oponente	Noun
Opponent	opositor	Noun
Opponent	opositora	Noun
Opponent	rival	Noun
Opportunity	oportunidad	Noun
Opposite	contraria	Noun
Opposite	contrario	Noun
Opposite	enfrente	Noun
Opposite	frente	Noun
Opposite	opuesta	Noun
Opposite	opuestas	Noun
Opposite	opuesto	Noun
Opposite	opuestos	Noun
Optician	oculista	Noun
Optimal Location	el lugar óptimo	Noun
Optimist	optimista	Noun
Optimistic	optimista	Noun
Option	extra	Noun
Option	opción	Noun
Option	posibilidad	Noun
Orange	anaranjada	Noun
Orange	anaranjado	Noun
Orange	anaranjados	Noun
Orange	la naranja	Noun
Orange	naranja	Noun
Orbit	la órbita	Noun
Orchard	huerto	Noun
Orchestra	orquesta	Noun
Orchestra	patio	Noun
Orchestra Pit	el foso de la orquesta	Noun
Orchestrate	instrumento	Noun
Order	auto	Noun
Order	disposición	Noun
Order	encargará	Noun
Order	encargaré	Noun
Order	encargo	Noun
Order	encargue	Noun
Order	manden	Noun
Order	orden	Noun
Order	ordenamos	Noun
Order	ordenar	Noun
Order	ordenas	Noun
Order	ordenaste	Noun
Order	ordenemos	Noun
Order	ordené	Noun
Order	ordenó	Noun
Order	pedido	Noun
Order	pedimos	Noun
Order	pedir	Noun
Order	pediste	Noun
Order	pedí	Noun
Order	pidamos	Noun
Order	pidan	Noun
Order	pidas	Noun
Order	pide	Noun
Order	piden	Noun
Order	pides	Noun
Order	pidieron	Noun
Order	pidió	Noun
Order	serio	Noun
Order … To Fall In	formar	Noun
Ordered	ordenado	Verb
Ordered	pedido	Verb
Ordered	pedimos	Verb
Ordered	pidieron	Verb
Ordered	pidió	Verb
Ordering	pedir	Verb
Ordering	pidiendo	Verb
Ordinary	común	Noun
Ordinary	corriente	Noun
Ordinary	cotidiana	Noun
Ordinary	cotidiano	Noun
Ordinary	habitual	Noun
Ordinary	normal	Noun
Ordinary	ordinaria	Noun
Ordinary	ordinario	Noun
Ordinary	regular	Noun
Organ	un órgano	Noun
Organic	biológico	Noun
Organic	ecológico	Noun
Organic	integral	Noun
Organic	natural	Noun
Organic	orgánica	Noun
Organic	orgánicas	Noun
Organic	orgánico	Noun
Organic	orgánicos	Noun
Organization	método	Noun
Organize	ordenar	Noun
Organize	ordenemos	Noun
Organize	organice	Noun
Organize	organicen	Noun
Organize	organiza	Noun
Organize	organizar	Noun
Organize	organizara	Noun
Organize	organizarlo	Noun
Organize	organizará	Noun
Organize	organizaste	Noun
Organize	organizo	Noun
Organize	planeemos	Noun
Organize	planifiques	Noun
Organize Oneself	organizar	Noun
Organized	ordenado	Verb
Organized	ordenar	Verb
Organized	organicé	Verb
Organized	organizada	Verb
Organized	organizar	Verb
Organizes	organiza	Noun
Organizing	organizar	Verb
Origin	origen	Noun
Original	originales	Noun
Original	originario	Noun
Origins	origen	Noun
Ornament	una bola de navidad	Noun
Orphan	huérfana	Noun
Orphan	huérfano	Noun
Orthopedic Surgeon	traumatólogo	Noun
Ortography	ortografía	Noun
Other	demás	Noun
Other	otra	Noun
Other	otras	Noun
Other	otro	Noun
Other	otros	Noun
Others	los demás	Noun
Others	otras	Noun
Others	otros	Noun
Otherwise	por lo demás	Noun
Otra Talla	large	Noun
Ought To	debería	Noun
Ought To	debía	Noun
Ounce	onza	Noun
Our	las	Noun
Our	los	Noun
Our	nos	Noun
Our	nuestra	Noun
Our	nuestras	Noun
Our	nuestro	Noun
Our	nuestros	Noun
Ours	las nuestras	Noun
Ours	nuestra	Noun
Ours	nuestras	Noun
Ours	nuestro	Noun
Ours	nuestros	Noun
Ourselves	nos	Noun
Out	afuera	Adjective
Out	alcance	Adjective
Out	disponible	Adjective
Out	fuera	Adjective
Out	realizar	Adjective
Out	salió	Adjective
Out Of Mind	corazón que no siente	Noun
Out Of Sight	corazón que no siente	Noun
Out There	afuera	Noun
Out-Of-Date	desactualizado	Noun
Outdoors	afuera	Noun
Outdoors	descubiertos	Noun
Outfit	conjunto	Noun
Outfit	equipo	Noun
Outfit	vestimenta	Noun
Outfit	vestir	Noun
Outfit	viste	Noun
Outfit	visto	Noun
Outgoing	extrovertida	Verb
Outgoing	extrovertidas	Verb
Outgoing	extrovertido	Verb
Outgoing	extrovertidos	Verb
Outgoing Person	viva	Adjective
Outing	excursión	Verb
Outlet	enchufe	Noun
Outline	bosquejo	Noun
Outline	diseño	Noun
Outline	maqueta	Noun
Outlines	apuntes	Noun
Output	producción	Noun
Outrageous	excesivo	Noun
Outrageous	indignante	Noun
Outrageous	ofensivo	Noun
Outrageous	ridículo	Noun
Outside	afuera	Adjective
Outside	fuera	Adjective
Outskirts	afueras	Noun
Outskirts	alrededores	Noun
Outstanding	extraordinario	Verb
Outward Journey	la ida	Noun
Oven	horno	Noun
Over	acabado	Adjective
Over	con	Adjective
Over	encima	Adjective
Over	hasta	Adjective
Over	más	Adjective
Over	por	Adjective
Over	sobre	Adjective
Over And Over	una y otra vez	Noun
Over And Over Again	una y otra vez	Noun
Over Here	acá	Noun
Over Here	aquí	Noun
Over Here	por aquí	Noun
Over There	allá	Noun
Over There	allí	Noun
Over There	por ahí	Noun
Overall	global	Noun
Overdo It	abusar	Noun
Overdo It	agotarse	Noun
Overdo It	exagerar	Noun
Overdo It	excederse	Noun
Overdo It	pasarse	Noun
Overdo It	sobrepasarse	Noun
Overflow	desbordarse	Noun
Overlook	mirador	Noun
Overly	demasiado	Adverb
Overly Sweet	empalagoso	Noun
Overnight	de la noche a la mañana	Noun
Overpower	reducir	Noun
Overwhelmed	agobiado	Verb
Owe	adeuda	Noun
Owe	adeudan	Noun
Owe	adeudar	Noun
Owe	adeudas	Noun
Owe	adeudo	Noun
Owe	deba	Noun
Owe	deban	Noun
Owe	debe	Noun
Owe	deben	Noun
Owe	deber	Noun
Owe	debes	Noun
Owe	debo	Noun
Owl	búho	Noun
Owl	lechuza	Noun
Own	eres dueño	Noun
Own	es dueño	Noun
Own	propia	Noun
Own	propias	Noun
Own	propio	Noun
Own	propios	Noun
Own	seamos dueños	Noun
Own	ser dueña	Noun
Own	soy dueña	Noun
Owner	dueña	Noun
Owner	dueño	Noun
Owner	propietaria	Noun
Owner	propietario	Noun
Owner's	dueño	Noun
Owner’s	dueño	Noun
Owns	admitir	Noun
Owns	reconocer	Noun
Owns	tener	Noun
Owns	tiene	Noun
Oxygen	el oxígeno	Noun
Oyster	ostra	Noun
Pa	papá	Noun
Pa System	el altoparlante	Noun
Pa System	la megafonía	Noun
Pace	el ritmo	Noun
Pace	ritmo	Noun
Pack	baraja	Noun
Pack	dejar	Noun
Pack	delanteros	Noun
Pack	empaca	Noun
Pack	empacamos	Noun
Pack	empacar	Noun
Pack	empaco	Noun
Pack	empaque	Noun
Pack	guardar	Noun
Pack	hagan	Noun
Pack	hiciera	Noun
Pack	hiciste	Noun
Pack	llevar	Noun
Pack	manga	Noun
Pack	paquete	Noun
Pack	recoger	Noun
Package	el paquete	Noun
Package	paquete	Noun
Packed	empacado	Verb
Packed	empacaste	Verb
Packed	empacó	Verb
Packed	empaqué	Verb
Packed	hice	Verb
Packed	hicieron	Verb
Packed	hicimos	Verb
Packed	llena	Verb
Packed	lleno	Verb
Packed	metió	Verb
Packing	empacar	Verb
Padron Peppers	unos pimientos del Padrón	Noun
Paella	la paella	Noun
Page	página	Noun
Page	páginas	Noun
Paid	enterado	Noun
Paid	pagaba	Noun
Paid	pagada	Noun
Paid	pagadas	Noun
Paid	pagado	Noun
Paid	pagamos	Noun
Paid	pagaron	Noun
Paid	pagaste	Noun
Paid	pagué	Noun
Paid	pagó	Noun
Paid	prestaba	Noun
Paid	prestado	Noun
Paid	pusimos	Noun
Paid	remunerado	Noun
Paid	remunerados	Noun
Paid For	pagaste	Noun
Paid For	pagó	Noun
Pain	dolor	Noun
Pain	dolores	Noun
Painful	amargo	Noun
Painful	desagradable	Noun
Painful	dolorosa	Noun
Painful	dolorosas	Noun
Painful	doloroso	Noun
Painful	dolorosos	Noun
Painful	pésimo	Noun
Painkiller	calmante	Noun
Paint	la pintura	Noun
Paint	pinta	Noun
Paint	pintamos	Noun
Paint	pintan	Noun
Paint	pintar	Noun
Paint	pintara	Noun
Paint	pintaran	Noun
Paint	pintaras	Noun
Paint	pintarme	Noun
Paint	pintaron	Noun
Paint	pintarse	Noun
Paint	pintarás	Noun
Paint	pintaré	Noun
Paint	pintas	Noun
Paint	pinten	Noun
Paint	pintura	Noun
Paint	pintáramos	Noun
Paint	pintó	Noun
Paint's	pintura	Noun
Paintbrush	el pincel	Noun
Paintbrush	pincel	Noun
Painted	pintaba	Verb
Painted	pintaban	Verb
Painted	pintada	Verb
Painted	pintadas	Verb
Painted	pintado	Verb
Painted	pintados	Verb
Painted	pintamos	Verb
Painted	pintaras	Verb
Painted	pintaron	Verb
Painted	pinté	Verb
Painted	pintó	Verb
Painter	pintor	Noun
Painter	pintora	Noun
Painter	un pintor	Noun
Painter	una pintora	Noun
Painting	cuadro	Noun
Painting	la pintura	Noun
Painting	pintando	Noun
Painting	pintar	Noun
Painting	pintura	Noun
Painting	tela	Noun
Painting's	cuadro	Noun
Painting's	pintura	Noun
Pair	compañera	Noun
Pair	par	Noun
Pajamas	el pijama	Noun
Pajamas	la pijama	Noun
Pajamas	pijama	Noun
Pal	amigo	Noun
Palace	palacio	Noun
Palace's	palacio	Noun
Palacio	palacio	Noun
Pale	pálido	Noun
Pale	suave	Noun
Palm Sunday	el Domingo de Ramos	Noun
Pan	cacerola	Noun
Pan	sartén	Noun
Panamanian	panameña	Adjective
Panamanian	panameño	Adjective
Panic	entrar en pánico	Noun
Panic	pavor	Noun
Panic	pánico	Noun
Panpipe	una flauta de Pan	Noun
Pansy	pensamiento	Noun
Pant	jadear	Noun
Pant	jadeo	Noun
Pant	resollar	Noun
Pants	pantalones	Noun
Pants	pantalón	Noun
Pantyhose	medias	Noun
Papaya	la papaya	Noun
Paper	diario	Noun
Paper	documento	Noun
Paper	ensayo	Noun
Paper	papel	Noun
Paperclip	el clip	Noun
Papers	documentación	Noun
Paperwork	papeleo	Noun
Para Ilustrar To Illustrate	así	Noun
Para Resumir To Summarize	mirándolo todo	Noun
Parade	desfile	Noun
Parade	el desfile	Noun
Paradise	paraíso	Noun
Parador	el parador	Noun
Paragraph	el párrafo	Noun
Paragraph	párrafo	Noun
Paralympic Games	los Juegos Paralímpicos	Noun
Parch	agosto	Noun
Pardon	perdonar	Noun
Pardon	perdón	Noun
Pardon Me	disculpe	Noun
Pardon Me	perdona	Noun
Pardon Me	perdone	Noun
Pardon Me	señor	Noun
Pardon Me Sir	disculpe	Noun
Pardon Me Sir	señor	Noun
Parent	los padres	Noun
Parent	madre	Noun
Parent	padre	Noun
Parent	progenitor	Noun
Parents	los padres	Noun
Parents	padres	Noun
Parents	papás	Noun
Parents	progenitores	Noun
Park	el parque	Noun
Park	estacionar	Noun
Park	estacionara	Noun
Park	estacionaré	Noun
Park	estacionas	Noun
Park	estacione	Noun
Park	estaciones	Noun
Park	parque	Noun
Park	plaza	Noun
Park Ranger	guardabosques	Noun
Parked	dejar	Verb
Parked	estacionar	Verb
Parked	estadio	Verb
Parked	parque	Verb
Parked	puso	Verb
Parking	estacionamiento	Verb
Parking	estacionando	Verb
Parking	estacionar	Verb
Parking Garage	aparcamiento	Noun
Parking Garage	garaje	Noun
Parking Lot	el aparcamiento	Noun
Parking Lot	el estacionamiento	Noun
Parking Lot	estacionamiento	Noun
Parks	dejar	Noun
Parks	estacionar	Noun
Parks	parque	Noun
Parliament	corte	Noun
Parries	para	Noun
Parrot	loro	Noun
Parry	para	Noun
Parsley	perejil	Noun
Part	medio	Noun
Part	papel	Noun
Part	parte	Noun
Part	pieza	Noun
Part	raya	Noun
Parted	separaron	Verb
Participant	participante	Noun
Participant's	participante	Noun
Participate	participar	Noun
Participating	participante	Verb
Participating	participar	Verb
Participation	participación	Noun
Particular	detalle	Noun
Particularly	especialmente	Adverb
Particularly From Employment Income	las retenciones	Noun
Parties	divertirse	Noun
Parties	fiesta	Noun
Parties	fiestas	Noun
Parties	partidos	Noun
Parting	raya	Verb
Partly	parcialmente	Adverb
Partner	compañera	Noun
Partner	compañero	Noun
Partner	la pareja	Noun
Partner	pareja	Noun
Partner	socio	Noun
Partner's	pareja	Noun
Partnership	asociación	Noun
Party	de salón	Noun
Party	divertirse	Noun
Party	festivo	Noun
Party	fiesta	Noun
Party	fiestas	Noun
Party	grupo	Noun
Party	irá a fiestas	Noun
Party	irán a fiestas	Noun
Party	irás a fiestas	Noun
Party	iré a fiestas	Noun
Party	iría a fiestas	Noun
Party	parte	Noun
Party	partidismo	Noun
Party	partido	Noun
Party Piece	gracias	Noun
Party Pooper	aguafiestas	Noun
Party's	celebración	Noun
Party's	reunión	Noun
Pass	adelantar	Noun
Pass	adelanto	Noun
Pass	aprobamos	Noun
Pass	aprobar	Noun
Pass	aprobaron	Noun
Pass	aprobará	Noun
Pass	aprobarán	Noun
Pass	aprobarás	Noun
Pass	aprobaré	Noun
Pass	aprobaría	Noun
Pass	aprobaste	Noun
Pass	aprobemos	Noun
Pass	aprobé	Noun
Pass	aprobó	Noun
Pass	aprueba	Noun
