English	Chinese	Pinyin	Part of Speech
Past	过去	guò qù	Noun
Past	过去的	guò qù de	Noun
Past Dynasties	历代	lìdài	Noun
Past Times	过去	guòqù	Noun
Pasta	意大利面	yì dà lì miàn	Noun
Paste	粘贴	zhāntiē	Verb
Paste	糊	hú	Verb
Paste	胶水	jiāo shuǐ	Verb
Paste	蓉	róng	Verb
Pastry	饼	bǐng	Noun
Patent	专利	zhuānlì	Adjective
Path	小路	xiǎo lù	Noun
Pathetic	可怜的	kě lián de	Noun
Patience	耐心	nài xīn	Noun
Patient	患	huàn	Adjective
Patient	患者	huàn zhě	Adjective
Patient	有耐心	yǒu nài xīn	Adjective
Patient	病人	bìng rén	Adjective
Patient	病患	bìng huàn	Adjective
Patient	耐	nài	Adjective
Patient	耐心	nài xīn	Adjective
Patio	天井	tiān jǐng	Noun
Patio	平台	píng tái	Noun
Patio	庭院	tíng yuàn	Noun
Patio	院子	yuàn zi	Noun
Patio	露台	lù tái	Noun
Patriotic	爱国	ài guó	Noun
Patrol	巡逻	xúnluó	Noun
Pattern	原型	yuán xíng	Noun
Pattern	图案	tú àn	Noun
Pattern	形式	xíngshì	Noun
Pattern	形态	xíngtài	Noun
Pattern	模式	mó shì	Noun
Pattern	款式	kuǎn shì	Noun
Pattern	纹	wén	Noun
Pattern	花式	huā shì	Noun
Pattern	花样	huā yàng	Noun
Pattern	花纹	huā wén	Noun
Pause	停顿	tíngdùn	Noun
Pause	暂停	zàn tíng	Noun
Pavilion	亭子	tíngzi	Noun
Pay	交	jiāo	Verb
Pay	付	fù	Verb
Pay	付款	fù kuǎn	Verb
Pay	付薪水	fù xīn shuǐ	Verb
Pay	付费	fù fèi	Verb
Pay	付钱	fù qián	Verb
Pay	发	fā	Verb
Pay	工资	gōng zī	Verb
Pay	支付	zhī fù	Verb
Pay	给	gěi	Verb
Pay	缴纳	jiǎonà	Verb
Pay	薪水	xīnshui	Verb
Pay A New Year Call	拜年	bài nián	Noun
Pay Attention	注意	zhù yì	Noun
Pay Attention	注意力	zhù yì lì	Noun
Pay Attention To	关注	guān zhù	Preposition
Pay Attention To	注意	zhù yì	Preposition
Pay Attention To	注重	zhùzhòng	Preposition
Pay Attention To	留意	liú yì	Preposition
Pay Attention To	讲究	jiǎngjiu	Preposition
Pay Attention To Safety	注意安全	zhù yì ān quán	Noun
Pay Back	报答	bàodá	Noun
Pay By Card	刷卡	shuā kǎ	Noun
Pay Charges	缴费	jiǎo fèi	Noun
Pay Close Attention To	抓紧	zhuājǐn	Preposition
Pay Dues	缴费	jiǎo fèi	Noun
Pay Fees	缴费	jiǎo fèi	Noun
Pay For	付	fù	Noun
Pay For	付费	fù fèi	Noun
Pay For	请客	qǐng kè	Noun
Pay New Year Visits	拜年	bài nián	Noun
Pay Off	有回报	yǒu huí bào	Noun
Pay Raise	加薪	jiā xīn	Noun
Pay Subscription	缴费	jiǎo fèi	Noun
Pay With Cash	付现金	fù xiàn jīn	Noun
Payback	报复	bàofù	Noun
Paying	付款	fù kuǎn	Verb
Payment	付费	fù fèi	Noun
Payment	报酬	bàochou	Noun
Payment	支付	zhī fù	Noun
Payment	款项	kuǎn xiàng	Noun
Payment	钱来付	qián lái fù	Noun
Payment	钱款	qián kuǎn	Noun
Payment	钱算	qián suàn	Noun
Payment Method	支付方式	zhī fù fāng shì	Noun
Payments	付款	fù kuǎn	Noun
Payout	支出	zhīchū	Noun
Pea	豌豆	wān dòu	Noun
Peace	和平	hé píng	Noun
Peaceful	宁静	níng jìng	Adjective
Peaceful	安宁	ānníng	Adjective
Peacetime	平时	píngshí	Noun
Peach	桃	táo	Noun
Peach	桃子	táo zi	Noun
Peach Blossom	桃花	táo huā	Noun
Peak	山峰	shān fēng	Noun
Peak	高峰	gāofēng	Noun
Peak Hour	高峰期	gāo fēng qī	Noun
Peanut	花生	huā shēng	Noun
Pear	梨	lí	Noun
Pearl	珍珠	zhēn zhū	Noun
Peculiar	奇怪的	qí guài de	Noun
Peculiar	罕见	hǎnjiàn	Noun
Pedal	踏板	tà bǎn	Noun
Pedestrian	行人	xíng rén	Noun
Pedestrian Street	步行街	bù xíng jiē	Noun
Pediatrics	儿科	ér kē	Noun
Pedometer	计步器	jì bù qì	Noun
Peking	北京	běi jīng	Verb
Peking Duck	北京烤鸭	běi jīng kǎo yā	Noun
Peking Opera	京剧	jīng jù	Noun
Peking University	北京大学	běi jīng dà xué	Noun
Pellet	颗	kē	Noun
Pen	笔	bǐ	Noun
Pen	笔来	bǐ lái	Noun
Pen	钢笔	gāng bǐ	Noun
Pencil	铅笔	qiān bǐ	Noun
Pendulum	摆	bǎi	Noun
Penguin	且	qiě	Noun
Penguin	企鹅	qǐ é	Noun
Penny	美分	měi fēn	Noun
Pension	退休金	tuì xiū jīn	Noun
People	两口	liǎng kǒu	Noun
People	人	rén	Noun
People	人们	rén men	Noun
People	人士	rénshì	Noun
People	人家	rénjiā	Noun
People	人民	rén mín	Noun
People	们	men	Noun
People	众人	zhòng rén	Noun
People	位	wèi	Noun
People	十人	shí rén	Noun
People	十口	shí kǒu	Noun
People	口	kǒu	Noun
People	口人	kǒu rén	Noun
People	年轻人	nián qīng rén	Noun
People	民	mín	Noun
People	民族	mín zú	Noun
People	现代人	xiàn dài rén	Noun
People	男女	nán nǚ	Noun
Pepper	椒	jiāo	Noun
Pepper	胡椒	hú jiāo	Noun
Pepper	胡椒粉	hú jiāo fěn	Noun
Pepper	辣椒	làjiāo	Noun
Per	每	měi	Noun
Per Capita	人均	rén jūn	Noun
Percent	成	chéng	Noun
Percent	百分之	bǎifēnzhī	Noun
Percent Chance Of	百分之一百的可能性	bǎi fēn zhī yì bǎi de kě néng xìng	Noun
Percent Chance Of	百分之九十的可能性	bǎi fēn zhī jiǔ shí de kě néng xìng	Noun
Percent Chance Of	百分之五十的可能性	bǎi fēn zhī wǔ shí de kě néng xìng	Noun
Percent Chance Of	百分之八十的可能性	bǎi fēn zhī bā shí de kě néng xìng	Noun
Percent Chance Of	百分之六十的可能性	bǎi fēn zhī liù shí de kě néng xìng	Noun
Percent Chance Of	百分之十的可能性	bǎi fēn zhī shí de kě néng xìng	Noun
Perception	感知	gǎn zhī	Noun
Perception	知觉	zhījué	Noun
Perception	观念	guān niàn	Noun
Perfect	完善	wánshàn	Adjective
Perfect	完美	wán měi	Adjective
Perfect	完美的	wán měi de	Adjective
Perfect	美满	měimǎn	Adjective
Perfect For	最适合	zuì shì hé	Noun
Perfectly	完美地	wán měi dì	Adverb
Perform	履行	lǚxíng	Noun
Perform	演奏	yǎn zòu	Noun
Perform	表演	biǎo yǎn	Noun
Performance	性能	xìng néng	Noun
Performance	演出	yǎn chū	Noun
Performance	表现	biǎo xiàn	Noun
Performer	演员	yǎnyuán	Noun
Performer	表演者	biǎo yǎn zhě	Noun
Perfume	香水	xiāng shuǐ	Noun
Perhaps	也许	yě xǔ	Verb
Perhaps	或者	huòzhě	Verb
Perhaps	或许	huò xǔ	Verb
Period	一期	yī qī	Noun
Period	一段时间	yī duàn shí jiān	Noun
Period	周期	zhōu qī	Noun
Period	岁月	suìyuè	Noun
Period	时上	shí shàng	Noun
Period	时分	shí fēn	Noun
Period	时天	shí tiān	Noun
Period	时期	shí qī	Noun
Period	时脚	shí jiǎo	Noun
Period	時候	shí hòu	Noun
Period	時間	shí jiān	Noun
Period	期间	qī jiān	Noun
Period	期限	qī xiàn	Noun
Period	段	duàn	Noun
Period Cycle	周期	zhōuqī	Noun
Periphery	周边	zhōubiān	Noun
Perish	灭亡	mièwáng	Verb
Perks	福利	fú lì	Noun
Perm	烫	tàng	Noun
Permanent	永久	yǒng jiǔ	Noun
Permanent Resident	永久居民	yǒng jiǔ jū mín	Noun
Permanently	永久地	yǒng jiǔ dì	Adverb
Permeate	弥漫	mímàn	Noun
Permission	允许	yǔn xǔ	Noun
Permission	权限	quán xiàn	Noun
Permission	许可	xǔ kě	Noun
Permit	许了	xǔ le	Noun
Permit	许可	xǔkě	Noun
Permit	许可证	xǔ kě zhèng	Noun
Permits	允许	yǔn xǔ	Noun
Persecution	迫害	pòhài	Noun
Perseverance	毅力	yì lì	Noun
Persisted	坚持	jiān chí	Verb
Persistence	坚持	jiān chí	Noun
Persistent	执着	zhízhuó	Adjective
Persisting	坚持	jiān chí	Verb
Person	个人	gè rén	Noun
Person	人	rén	Noun
Person	人偷	rén tōu	Noun
Person	人士	rénshì	Noun
Person	人比	rén bǐ	Noun
Person	人称	rén chēng	Noun
Person	四川人	sì chuān rén	Noun
Person	者	zhě	Noun
Person	身影	shēn yǐng	Noun
Person In Charge	负责人	fù zé rén	Noun
Person Who	人	rén	Noun
Person's	人	rén	Noun
Person's	的	de	Noun
Personage	人士	rénshì	Noun
Personal	个人	gèrén	Adjective
Personal	个人的	gè rén de	Adjective
Personal Network	人脉	rén mài	Noun
Personal Trainer	私教	sī jiào	Noun
Personalities	性格	xìng gé	Noun
Personality	个性	gè xìng	Noun
Personality	人格	réngé	Noun
Personality	性格	xìng gé	Noun
Personalized	个性化	gè xìng huà	Verb
Personally	亲手	qīn shǒu	Adverb
Personally	亲眼	qīn yǎn	Adverb
Personally	亲自	qīn zì	Adverb
Personally	亲自地	qīn zì dì	Adverb
Personel	员	yuán	Noun
Personnel	人员	rényuán	Noun
Personnel Matters	人事	rénshì	Noun
Perspective	观点	guān diǎn	Noun
Perspective	视角	shì jiǎo	Noun
Persuade	劝	quàn	Verb
Persuade	劝人	quàn rén	Verb
Persuade	劝动	quàn dòng	Verb
Persuade	劝说	quàn shuō	Verb
Persuade	怂恿	sǒng yǒng	Verb
Persuade	打动	dǎ dòng	Verb
Persuade	说动	shuō dòng	Verb
Persuade	说服	shuō fú	Verb
Persuasive	有说服力	yǒu shuō fú lì	Noun
Pertain To	归	guī	Noun
Perverse	横	héng	Adjective
Pessimism	悲观	bēiguān	Noun
Pessimistic	悲观	bēi guān	Noun
Pesticide	农药	nóng yào	Noun
Pet	宠	chǒng	Noun
Pet	宠物	chǒng wù	Noun
Pet	条狗	tiáo gǒu	Noun
Petal	花瓣	huābàn	Noun
Petroleum	石油	shíyóu	Noun
Pets	宠物	chǒng wù	Noun
Pets	宠物们	chǒng wù men	Noun
Phantasm	空想	kōngxiǎng	Noun
Pharmacy	药店	yào diàn	Noun
Pharmacy	药房	yào fáng	Noun
Phase	一期	yī qī	Noun
Phase	局面	júmiàn	Noun
Phd	博士	bó shì	Noun
Phenomenon	现象	xiàn xiàng	Noun
Philistine	庸俗	yōngsú	Adjective
Philosopher	哲学家	zhé xué jiā	Noun
Philosophy	哲学	zhé xué	Noun
Philosophy	哲理	zhé lǐ	Noun
Phone	手机	shǒu jī	Noun
Phone	电话	diàn huà	Noun
Phone 110	打110	dǎ110	Noun
Phone Call	电话	diàn huà	Noun
Phone Case	手机壳	shǒu jī ké	Noun
Phone Charge	话费	huà fèi	Noun
Phone Number	电话号码	diàn huà hào mǎ	Noun
Phoned	打电话	dǎ diàn huà	Verb
Phonetics	语音	yǔ yīn	Noun
Photo	照片	zhào piàn	Noun
Photo Album	相册	xiāng cè	Noun
Photo Together	合影	hé yǐng	Noun
Photocopy	复印	fù yìn	Noun
Photograph	拍下来	pāi xià lái	Noun
Photograph	照片	zhào piàn	Noun
Photographed	拍照	pāi zhào	Verb
Photographer	摄影师	shè yǐng shī	Noun
Photographing	拍照	pāi zhào	Verb
Photographing	摄影	shè yǐng	Verb
Photographing	照相	zhào xiāng	Verb
Photography	拍照	pāi zhào	Noun
Photography	摄	shè	Noun
Photography	摄影	shè yǐng	Noun
Photos	摄	shè	Noun
Photos	照片	zhào piàn	Noun
Photos	老照片	lǎo zhào piān	Noun
Phrase	短语	duǎn yǔ	Noun
Physical Exercise	锻炼	duànliàn	Noun
Physical Fitness	体能	tǐ néng	Noun
Physical Strength	体力	tǐ lì	Noun
Physics	物理	wù lǐ	Noun
Physiology	生理	shēnglǐ	Noun
Pianist	钢琴家	gāng qín jiā	Noun
Piano	钢琴	gāng qín	Noun
Pick	拣	jiǎn	Verb
Pick	拿	ná	Verb
Pick	挑	tiāo	Verb
Pick	挑选	tiāo xuǎn	Verb
Pick	接	jiē	Verb
Pick	摘	zhāi	Verb
Pick	选	xuǎn	Verb
Pick	选择	xuǎn zé	Verb
Pick Courses	选课	xuǎn kè	Noun
Pick Up	取	qǔ	Verb
Pick Up	拾	shí	Verb
Pick Up	拿	ná	Verb
Pick Up	拿起	ná qǐ	Verb
Pick Up	捡	jiǎn	Verb
Pick Up	捡起	jiǎn qǐ	Verb
Pick Up	接	jiē	Verb
Pick Up By Oneself	自取	zì qǔ	Noun
Pick Up The Bill	请客	qǐng kè	Noun
Picky	挑剔	tiāo tī	Noun
Picky Eater	挑食	tiāo shí	Noun
Picnic	野餐	yě cān	Noun
Picture	图片	tú piàn	Noun
Picture	照片	zhào piàn	Noun
Picture	画	huà	Noun
Picture Of	孩子的照片	hái zi de zhào piān	Noun
Picture Of	家人的照片	jiā rén de zhào piān	Noun
Picture Of	照片	zhào piàn	Noun
Picture Of	狗的照片	gǒu de zhào piān	Noun
Picture Of	狗的画	gǒu de huà	Noun
Picture Of	猫的照片	māo de zhào piān	Noun
Picturesque	古色古香的	gǔ sè gǔ xiāng de	Noun
Pie	派	pài	Noun
Pie	馅饼	xiàn bǐng	Noun
Piece	件	jiàn	Quantifier
Piece	匹	pǐ	Quantifier
Piece	块	kuài	Quantifier
Piece	幅	fú	Quantifier
Piece	张	zhāng	Quantifier
Piece	棋子	qí zi	Quantifier
Piece	片	piàn	Quantifier
Piece	篇	piān	Quantifier
Piece Of	件	jiàn	Noun
Piece Of	块	kuài	Noun
Piece Of	张	zhāng	Noun
Piece Of Clothing	件	jiàn	Noun
Pieces	块	kuài	Noun
Pieces	幅	fú	Noun
Pieces	张	zhāng	Noun
Pieces	片	piàn	Noun
Pieces	颗	kē	Noun
Pieces Of	块	kuài	Noun
Pieces Of Clothing	件	jiàn	Noun
Pierced	刺穿了	cì chuān le	Verb
Pierced	穿入了	chuān rù le	Verb
Pierced	穿孔了	chuān kǒng le	Verb
Piercing	刺骨	cì gǔ	Verb
Piercing	穿孔	chuān kǒng	Verb
Piercing	钉	dīng	Verb
Piercing	鼻洞	bí dòng	Verb
Pies	派	pài	Noun
Pig	猪	zhū	Noun
Pilates	普拉提	pǔ lā tí	Noun
Pile	堆	duī	Noun
Pilfer	盗窃	dàoqiè	Verb
Pill	丸	wán	Noun
Pill	药片	yào piàn	Noun
Pillow	枕头	zhěn tóu	Noun
Pilot	飞行员	fēi xíng yuán	Noun
Pimple	疙瘩	gēda	Noun
Pinch	夹	jiā	Noun
Pinch	捏	niē	Noun
Pinch	掐	qiā	Noun
Pinch Pennies	精打细算	jīngdǎxìsuàn	Noun
Pine Tree	松树	sōng shù	Noun
Pineapple	菠萝	bō luó	Noun
Ping	乒	pīng	Noun
Ping Pong	乒乓球	pīng pāng qiú	Noun
Pink	粉红色	fěn hóng sè	Adjective
Pink	粉色	fěn sè	Adjective
Pink	粉色的	fěn sè de	Adjective
Pinyin	拼音	pīn yīn	Noun
Pipe	叭	bā	Noun
Pipe	喇	lǎ	Noun
Pipe	水管	shuǐ guǎn	Noun
Pipe	笛	dí	Noun
Pipe	筒	tǒng	Noun
Pipe	管子	guǎnzi	Noun
Pipe	管道	guǎn dào	Noun
Pipeline	管道	guǎn dào	Noun
Pirate	海盗	hǎi dào	Noun
Pit	坑	kēng	Noun
Pitching	推销	tuī xiāo	Verb
Pitiful	可怜	kě lián	Noun
Pity	遗憾	yíhàn	Noun
Pivot	转身	zhuǎn shēn	Noun
Pizza	披萨	pī sà	Noun
Pizza	比萨	bǐ sà	Noun
Pizzas	比萨	bǐ sà	Noun
Place	位	wèi	Noun
Place	名	míng	Noun
Place	地方	de fāng	Noun
Place	场所	chǎngsuǒ	Noun
Place	家	jiā	Noun
Place	所	suǒ	Noun
Place	摆	bǎi	Noun
Place A Bet	打赌	dǎ dǔ	Noun
Place An Order	下单	xià dān	Noun
Place An Order	点单	diǎn dān	Noun
Place Of Origin	产地	chǎn de	Noun
Place Of Origin	籍贯	jíguàn	Noun
Place On	寄托	jìtuō	Verb
Place To	地方去	dì fāng qù	Noun
Places	名额	míng’é	Noun
Places	地方	de fāng	Noun
Places Of Historic Interest And Scenic Beauty	名胜古迹	míngshènggǔjì	Noun
Placing	下单	xià dān	Verb
Plain	原味	yuán wèi	Noun
Plain	平原	píng yuán	Noun
Plain	无趣	wú qù	Noun
Plain	朴	pǔ	Noun
Plain	朴素	pǔ sù	Noun
Plain	朴素的	pǔ sù de	Noun
Plain	清淡	qīng dàn	Noun
Plain	清淡的	qīng dàn de	Noun
Plain	简朴	jiǎn piáo	Noun
Plaintiff	原告	yuán gào	Noun
Plait	辫子	biànzi	Noun
Plan	安排	ān pái	Noun
Plan	打算	dǎ suàn	Noun
Plan	方案	fāng àn	Noun
Plan	策划	cèhuà	Noun
Plan	规划	guī huà	Noun
Plan	计划	jì huà	Noun
Plan Ahead	提前计划	tí qián jì huà	Noun
Plan On	计划	jì huà	Noun
Plan To	计划	jì huà	Noun
Plane	层面	céng miàn	Noun
Plane	平面	píngmiàn	Noun
Plane	飞机	fēi jī	Noun
Planet	星球	xīng qiú	Noun
Planet	行星	xíng xīng	Noun
Planning	打算	dǎ suàn	Verb
Planning	策划	cè huà	Verb
Planning	计划	jì huà	Verb
Planning On	计划	jì huà	Noun
Plant	株	zhū	Noun
Plant	植物	zhí wù	Noun
Plant	种	zhǒng	Noun
Plant	种植	zhòngzhí	Noun
Plastic	塑料	sù liào	Noun
Plastic Bag	塑料袋	sù liào dài	Noun
Plastic Bottle	塑料瓶	sù liào píng	Noun
Plate	盘	pán	Noun
Plate	盘子	pán zi	Noun
Plate	碗盘	wǎn pán	Noun
Plateau	高原	gāo yuán	Noun
Platform	台	tái	Noun
Platform	平台	píng tái	Noun
Platform	站台	zhàn tái	Noun
Play	下	xià	Noun
Play	做	zuò	Noun
Play	吹	chuī	Noun
Play	喜剧	xǐ jù	Noun
Play	弹	dàn	Noun
Play	弹奏	dàn zòu	Noun
Play	戏剧	xì jù	Noun
Play	打	dǎ	Noun
Play	扮演	bàn yǎn	Noun
Play	拉	lā	Noun
Play	播	bō	Noun
Play	播放	bōfàng	Noun
Play	比赛	bǐ sài	Noun
Play	演	yǎn	Noun
Play	演奏	yǎn zòu	Noun
Play	玩	wán	Noun
Play	练习	liàn xí	Noun
Play	耍	shuǎ	Noun
Play	话剧	huà jù	Noun
Play	踢	tī	Noun
Play A Card Game	打牌	dǎ pái	Noun
Play A Decisive Role	举足轻重	jǔzúqīngzhòng	Noun
Play A Part	起了作用	qǐ le zuò yòng	Noun
Play A Part	起作用	qǐ zuò yòng	Noun
Play At	敷衍	fūyǎn	Preposition
Play Basketball	打篮球	dǎlánqiú	Noun
Play Cards	打牌	dǎ pái	Noun
Play Cards	玩牌	wán pái	Noun
Play Chess	下棋	xià qí	Noun
Play Drums	打鼓	dǎ gǔ	Noun
Play Footbal	踢足球	tīzúqiú	Noun
Play In The Water	玩水	wán shuǐ	Noun
Play It By Ear	随兴而定	suí xīng ér dìng	Noun
Play Mahjong	打牌	dǎ pái	Noun
Play Soccer	踢足球	tī zú qiú	Noun
Play The Piano	弹钢琴	tángāngqín	Noun
Play The Role	扮演	bànyǎn	Noun
Play With	玩弄	wánnòng	Preposition
Played	吹了	chuī le	Verb
Played	弹奏了	dàn zòu le	Verb
Played	弹过	dàn guò	Verb
Played	打	dǎ	Verb
Played	扮演	bàn yǎn	Verb
Played	播放了	bō fàng le	Verb
Played	演奏	yǎn zòu	Verb
Played	玩	wán	Verb
Played	玩了	wán le	Verb
Played	踢	tī	Verb
Player	乐手	yuè shǒu	Noun
Player	棋手	qí shǒu	Noun
Player	演奏者	yǎn zòu zhě	Noun
Player	玩家	wán jiā	Noun
Player	球员	qiú yuán	Noun
Player	运动员	yùn dòng yuán	Noun
Player	选手	xuǎnshǒu	Noun
Player	队员	duì yuán	Noun
Players	运动员	yùn dòng yuán	Noun
Playground	操场	cāo chǎng	Noun
Playground	游乐场	yóu lè chǎng	Noun
Playing	下	xià	Verb
Playing	弹	dàn	Verb
Playing	弹奏	dàn zòu	Verb
Playing	打	dǎ	Verb
Playing	扮演	bàn yǎn	Verb
Playing	拉	lā	Verb
Playing	播放	bōfàng	Verb
Playing	演奏	yǎn zòu	Verb
Playing	玩	wán	Verb
Playing	踢	tī	Verb
Playing Card	扑克牌	pū kè pái	Noun
Playing Chess	下棋	xià qí	Noun
Playoff	季后赛	jì hòu sài	Noun
Plays	喜剧	xǐ jù	Noun
Plays	弹	dàn	Noun
Plays	打	dǎ	Noun
Plays	扮演	bàn yǎn	Noun
Plays	拉	lā	Noun
Plays	比赛	bǐ sài	Noun
Plays	踢	tī	Noun
Plays Chess	下棋	xià qí	Noun
Pleasant	动听	dòng tīng	Noun
Pleasant To The Ear	悦耳	yuè ěr	Noun
Pleasantly	好听	hǎo tīng	Adverb
Pleasantly Cool	凉快	liángkuai	Adjective
Please	劳驾	láojià	Verb
Please	多谢	duō xiè	Verb
Please	感谢	gǎn xiè	Verb
Please	拜托	bài tuō	Verb
Please	拜托了	bài tuō le	Verb
Please	是的，请	shì de ， qǐng	Verb
Please	求求	qiú qiú	Verb
Please	请	qǐng	Verb
Please	请三人	qǐng sān rén	Verb
Please	请个	qǐng gè	Verb
Please	请出示	qǐng chū shì	Verb
Please	谢谢	xiè xiè	Verb
Please	麻烦	má fán	Verb
Please Also Stop	也请停止	yě qǐng tíng zhǐ	Noun
Please Don't	请不要	qǐng bú yào	Noun
Please Not	请不要	qǐng bú yào	Noun
Pleased	开心	kāi xīn	Verb
Pleased	感到满意	gǎn dào mǎn yì	Verb
Pleased	高兴	gāo xìng	Verb
Pleased To Meet You	很高兴见到你	hěn gāo xìng jiàn dào nǐ	Noun
Pleasing To The Ear	悦耳	yuè ěr	Noun
Pleasure	乐趣	lè qù	Noun
Pleasure	愉快	yú kuài	Noun
Pleasure	满意	mǎn yì	Noun
Plenty	多的是	duō de shì	Noun
Plenty	有的是	yǒu de shì	Noun
Plenty Of	大量的	dà liàng de	Noun
Plight	地步	dìbù	Noun
Plight	处境	chǔjìng	Noun
Plot	企图	qǐtú	Noun
Plot	剧情	jù qíng	Noun
Plot	剧讲	jù jiǎng	Noun
Plot	情	qíng	Noun
Plot	情节	qíng jié	Noun
Plot	故事情节	gù shì qíng jié	Noun
Plot	桥段	qiáo duàn	Noun
Plot	策划	cèhuà	Noun
Plot	筹划	chóu huà	Noun
Plot	绘制	huì zhì	Noun
Plot	预谋	yù móu	Noun
Plug	堵住	dǔ zhù	Noun
Plug	捂住	wǔ zhù	Noun
Plug	插	chā	Noun
Plug	插上	chā shàng	Noun
Plug	插头	chā tóu	Noun
Plug In	插上	chā shàng	Noun
Plumber	水管工	shuǐ guǎn gōng	Noun
Plumbing	配管工程	pèi guǎn gōng chéng	Verb
Plump	丰满	fēngmǎn	Adjective
Plunder	掠夺	lüèduó	Noun
Plus	加上	jiā shàng	Noun
Plus	还有	hái yǒu	Noun
Pneumonia	肺炎	fèi yán	Noun
Pocket	兜	dōu	Noun
Pocket	口袋	kǒu dài	Noun
Podium	颁奖台	bān jiǎng tái	Noun
Podium	领奖台	lǐng jiǎng tái	Noun
Poem	诗	shī	Noun
Poet	诗人	shī rén	Noun
Poetry	诗	shī	Noun
Poetry	诗歌	shī gē	Noun
Point	分	fēn	Noun
Point	对准	duì zhǔn	Noun
Point	指	zhǐ	Noun
Point	指一指	zhǐ yī zhǐ	Noun
Point	指向	zhǐ xiàng	Noun
Point	指指	zhǐ zhǐ	Noun
Point	时间点	shí jiān diǎn	Noun
Point	点	diǎn	Noun
Point	积分	jī fēn	Noun
Point At	指	zhǐ	Noun
Point Of View	观点	guān diǎn	Noun
Point Out	指出	zhǐ chū	Noun
Pointed	指	zhǐ	Verb
Pointing	指	zhǐ	Verb
Poison	下毒	xià dú	Noun
Poison	投毒	tóu dú	Noun
Poison	毒	dú	Noun
Poison	毒药	dú yào	Noun
Poisoning	中毒	zhōng dú	Verb
Poisonous	有毒的	yǒu dú de	Noun
Poland	波兰	bō lán	Noun
Polar	北极	běi jí	Noun
Polar Bear	北极熊	běi jí xióng	Noun
Police	警	jǐng	Noun
Police	警察	jǐng chá	Noun
Police Car	警车	jǐng chē	Noun
Police Officer	察	chá	Noun
Police Officer	警官	jǐng guān	Noun
Police Officer	警察	jǐng chá	Noun
Police Report	报案	bào àn	Noun
Police Station	警察局	jǐng chá jú	Noun
Policeman	警察	jǐngchá	Noun
Policy	制度	zhì dù	Noun
Policy	政策	zhèng cè	Noun
Policy	方针	fāngzhēn	Noun
Policy	策略	cèlüè	Noun
Polite	和气	héqi	Noun
Polite	客气	kè qì	Noun
Polite	有礼貌	yǒu lǐ mào	Noun
Polite	礼貌	lǐ mào	Noun
Politely	有礼貌地	yǒu lǐ mào dì	Adverb
Politeness	礼貌	lǐ mào	Noun
Political	政治的	zhèng zhì de	Noun
Politician	政治家	zhèng zhì jiā	Noun
Politics	政治	zhèng zhì	Noun
Pollen	花粉	huā fěn	Noun
Pollute	污染	wū rǎn	Noun
Pollution	污染	wū rǎn	Noun
Pond	池塘	chí táng	Noun
Pond	鱼塘	yú táng	Noun
Ponder	琢磨	zuó mó	Noun
Pondering	思考	sī kǎo	Verb
Pondering	琢磨	zuó mó	Verb
Pool	水池	shuǐ chí	Noun
Pool	池	chí	Noun
Pool	池塘	chí táng	Noun
Pool	池子	chí zi	Noun
Pool	泳池	yǒng chí	Noun
Pool	浴池	yù chí	Noun
Pool	游泳池	yóu yǒng chí	Noun
