English	French	Part of Speech
Next Up	prochain	Noun
Next Up	suivant	Noun
Next Up	à suivre	Noun
Next Up	à venir	Noun
Next-Door	d’à côté	Noun
Nice	agréable	Adjective
Nice	bel	Adjective
Nice	bon	Adjective
Nice	chouette	Adjective
Nice	gentil	Adjective
Nice	joli	Adjective
Nice	sympa	Adjective
Nice	sympathique	Adjective
Nice And	agréablement	Noun
Nice And	bien	Noun
Nice And	confortablement	Noun
Nice And	parfaitement	Noun
Nice And	tout à fait	Noun
Nice To Meet You	enchanté	Interjection
Nice To Meet You	enchantée	Interjection
Nicer	agréable	Noun
Nicer	aimable	Noun
Nicer	beau	Noun
Nicer	belle	Noun
Nicer	bon	Noun
Nicer	bonne	Noun
Nicer	chic	Noun
Nicer	joli	Noun
Nicer	jolie	Noun
Nicer	plaisant	Noun
Nicer	sympa	Noun
Nicer	sympathique	Noun
Nickname	surnom	Noun
Nickname	surnommé	Noun
Niece	la nièce	Noun
Niece	nièce	Noun
Night	nocturne	Noun
Night	nuit	Noun
Night	nuits	Noun
Night	soir	Noun
Night	soirée	Noun
Nightclub	boîte de nuit	Noun
Nightclub	la discothèque	Noun
Nightclub's	club	Noun
Nightmare	cauchemar	Noun
Nightmare	galère	Noun
Nights	nuits	Noun
Nighttime	nocturne	Adjective
Nine	neuf	Numeral
Nine-One-One	neuf-un-un	Noun
Nine-One-One	numéro d'urgence	Noun
Nine-One-One	service d'urgence	Noun
Nineteen	dix-neuf	Numeral
Nineteen Nineties	années 1990	Noun
Nineteen Nineties	années 90	Noun
Nineteen Nineties	années quatre-vingt-dix	Noun
Nineteen Oh Three	dix-neuf zéro trois	Noun
Nineteen Sixties	années soixante	Noun
Nineteenth	dix-neuvième	Adjective
Ninety	quatre-vingt-dix	Numeral
Ninth	neuvième	Noun
Ninth Art	neuvième art	Noun
Ninth Grade	troisième	Noun
No	aucun	Determiner
No	aucune	Determiner
No	défense de	Determiner
No	non	Interjection
No	pas	Determiner
No	pas d'	Determiner
No	sans	Determiner
No Doubt About It	ça ne fait aucun doute	Noun
No Good	nul	Noun
No Longer	n'... plus	Noun
No Longer	plus	Noun
No More	fini	Noun
No More	finis	Noun
No More Of It	n'y en a plus	Noun
No One	personne	Noun
No One	personne n'	Noun
No Problem	pas de problème	Noun
No Sooner Had	dès que	Noun
No Sooner Had	à peine avoir	Noun
No Sooner Had	à peine que	Noun
No Way	n'y compte pas	Noun
No Wonder	pas étonnant	Noun
Noble	noble	Noun
Nobody	aucun	Noun
Nobody	personne	Noun
Nobody	personne n'	Noun
Nocturnal	nocturne	Adjective
Noise	bruit	Noun
Noise	vacarme	Noun
Noiseless	silencieux	Adjective
Noisy	bruyant	Noun
Nominated	nommé	Verb
Non-Representational	abstrait	Adjective
Non-Smoking	non-fumeur	Verb
Non-Transferable	inaliénable	Adjective
Nonchalant	désinvolte	Adjective
None	aucun	Noun
None	aucune	Noun
None	néant	Noun
None	personne	Noun
None Of Your Business	ce n'est pas tes oignons	Noun
None Of Your Business	ce n'est pas ton problème	Noun
None Of Your Business	ce n'est pas votre problème	Noun
None Of Your Business	ça ne te regarde pas	Noun
None Of Your Business	ça ne vous regarde pas	Noun
Nonprofit	caritatif	Adjective
Nonrefundable	remboursable	Noun
Nonsense	bêtise	Noun
Nonstop	sans arrêt	Noun
Noodle	nouille	Noun
Noodles	le pâtes	Noun
Noon	midi	Noun
Nope	non	Interjection
Normal	normal	Noun
Normally	d'habitude	Adverb
Normally	d'habitudes	Adverb
Normally	d’habitude	Adverb
Normally	normalement	Adverb
North	nord	Noun
North America	l'Amérique du nord	Noun
Northeast	nord-est	Noun
Northwest	nord-ouest	Noun
Norway	Norvège	Noun
Nose	nez	Noun
Nosiest	curieux	Noun
Nostalgic	nostalgique	Noun
Not	n'	Noun
Not	n'y	Noun
Not	non	Noun
Not	pas	Noun
Not A Chance	n'y compte pas	Noun
Not About It	n'en	Noun
Not Any	aucun	Determiner
Not Any Of It	n'en	Noun
Not Aware Of It	n'en	Noun
Not Easy	pas évident	Noun
Not Eating Any Of It	n'en	Noun
Not Enough	insuffisant	Adjective
Not Even	même pas	Noun
Not Exactly	pas tout à fait	Adverb
Not From It	n'en	Noun
Not Many	peu	Noun
Not Much	peu	Noun
Not My Idea Of	ce n'est pas ce que j'appelle	Noun
Not My Idea Of	ce n'est pas ma conception de	Noun
Not My Idea Of	ce n'est pas mon genre de	Noun
Not My Idea Of	ce n'est pas mon idée de	Noun
Not My Idea Of	pas mon idée de	Noun
Not Of It	n'en	Noun
Not Only Is	non seulement c'est	Noun
Not Quite	pas tout à fait	Noun
Not So Bad	correct	Noun
Not Some Of It	n'en	Noun
Not Sure That	ne pas être sûr que	Noun
Not There	n'y	Noun
Not To	à ne pas	Noun
Not Very	peu	Noun
Notable	saillant	Adjective
Notary	notaire	Noun
Notary's	notaire	Noun
Note	mot	Noun
Notebook	cahier	Noun
Notebook	l'ordinateur portable	Noun
Notes	billets	Noun
Notes	commentaires	Noun
Notes	cours	Noun
Notes	célèbres	Noun
Notes	digne d'intérêt	Noun
Notes	mots	Noun
Notes	n' ... pas	Noun
Notes	nes	Noun
Notes	nons	Noun
Notes	note	Noun
Notes	noter	Noun
Notes	notices	Noun
Notes	pas	Noun
Notes	réputé	Noun
Notes	tes	Noun
Notes	éminents	Noun
Noteworthy	remarquable	Noun
Nothing	n'...rien	Verb
Nothing	n'y	Verb
Nothing	rien	Verb
Nothing Else	rien d'autre	Noun
Nothing Special	rien de spécial	Noun
Nothing To Do With	rien à voir avec	Noun
Nothing Wrong With	rien de mal à	Noun
Notice	annonce	Noun
Notice	apercevriez	Noun
Notice	aperçues	Noun
Notice	aperçut	Noun
Notice	attention	Noun
Notice	avis	Noun
Notice	compte	Noun
Notice	constate	Noun
Notice	constatent	Noun
Notice	constater	Noun
Notice	constateraient	Noun
Notice	constaterais	Noun
Notice	constaterait	Noun
Notice	constateras	Noun
Notice	constaterez	Noun
Notice	constateront	Noun
Notice	constates	Noun
Notice	constatez	Noun
Notice	critique	Noun
Notice	d'affiches	Noun
Notice	d’attention	Noun
Notice	l'affiche	Noun
Notice	l'alerte	Noun
Notice	l'annonce	Noun
Notice	l'apercevrais	Noun
Notice	l'attention	Noun
Notice	l'avance	Noun
Notice	l'avertissement	Noun
Notice	l'avis	Noun
Notice	l'écriteau	Noun
Notice	l’annonce	Noun
Notice	l’attention	Noun
Notice	n'apercevras	Noun
Notice	pancarte	Noun
Notice	préavis	Noun
Notice	remarquait	Noun
Notice	remarque	Noun
Notice	remarquent	Noun
Notice	remarquer	Noun
Notice	remarquera	Noun
Notice	remarqueraient	Noun
Notice	remarquerais	Noun
Notice	remarquerait	Noun
Notice	remarqueras	Noun
Notice	remarquerez	Noun
Notice	remarqueront	Noun
Notice	remarques	Noun
Notice	remarquez	Noun
Notice	remarqué	Noun
Notice	repérez	Noun
Notice	s'apercevoir de	Noun
Notice	s'aperçoivent	Noun
Notice	s'en	Noun
Notice	écriteau	Noun
Noticed	remarquer	Verb
Noticing	remarquer	Verb
Notify	prévenir	Noun
Nourishing	nutritif	Adjective
Novel	roman	Noun
Novel's	nouvelle	Noun
November	novembre	Noun
Novice	débutant	Adjective
Now	encore	Adverb
Now	là	Adverb
Now	maintenant	Adverb
Now	voilà	Adverb
Now	à présent	Adverb
Now That	alors là	Noun
Now That	alors ça	Noun
Now That I Think About It	maintenant que j'y pense	Noun
Now's	voilà	Noun
Nowadays	maintenant	Noun
Nuclear	nucléaire	Noun
Nuclear Energy	le nucléaire	Noun
Nuclear Power	le nucléaire	Noun
Number	chiffre	Adjective
Number	impair	Adjective
Number	nombre	Adjective
Number	numéro	Adjective
Number	pair	Adjective
Number	rond	Adjective
Numerous	nombreux	Adjective
Nurse	infirmier	Noun
Nurse	infirmière	Noun
Nurse	l'infirmier	Noun
Nurse	nourrissaient	Noun
Nurse	nourrissons	Noun
Nurse	soignants	Noun
Nurse's	infirmier	Noun
Nut	noix	Noun
Nutritious	nutritif	Adjective
Nuts	noix	Noun
O Hope	souhaiter	Verb
O'clock	heures	Noun
O'clock	l'heure	Noun
O'clock	pile	Noun
Obese	obèse	Adjective
Obeyed	obéi	Verb
Object	but	Noun
Object	objet	Noun
Object	objets	Noun
Objective	but	Noun
Objective	l'objectif	Noun
Objective	objectif	Adjective
Obligation	dette	Noun
Obligation	devoir	Noun
Obligation	engagement	Noun
Obligation	l'obligation	Noun
Obligatory	obligatoire	Noun
Obnoxious	odieux	Adjective
Observation	l'observation	Noun
Observation	remarque	Noun
Observe	observer	Noun
Observe	remarquer	Noun
Obsessed With	accro à	Noun
Obsessed With	fasciné par	Noun
Obsessed With	obnubilé par	Noun
Obsessed With	obséder par	Noun
Obsessed With	passionné de	Noun
Obsessed With	être obsédé par	Noun
Obsession	fixation	Noun
Obsession	l'obsession	Noun
Obstacle	difficulté	Noun
Obstacle	l'obstacle	Noun
Obstinate	têtu	Adjective
Obtained	acquérir	Verb
Obtained	remporter	Verb
Obvious	évident	Adjective
Obviously	de toute évidence	Phrase
Obviously	évidemment	Adverb
Occasion	coup	Noun
Occasionally	occasionnellement	Adverb
Occasionally	parfois	Adverb
Occupant	hôte	Noun
Occupation	d'emplois	Noun
Occupation	métier	Noun
Occupation	profession	Noun
Occupy	occuper	Noun
Occurrence	l'événement	Noun
Occurrence	le phénomène	Noun
Ocean	l'océan	Noun
Ocean	l’océan	Noun
Ocean	océan	Noun
Oceania	l'Océanie	Noun
Oceanic	océanique	Adjective
Ochre	ocre	Adjective
October	l'octobre	Noun
October	octobre	Noun
Odd	bizarre	Adjective
Odd	curieux	Adjective
Odd	de drôles d'	Adjective
Odd	de drôles de	Adjective
Odd	drôle	Adjective
Odd	drôles	Adjective
Odd	dépareillé	Adjective
Odd	impair	Adjective
Odd	spéciales	Adjective
Odd	un drôle d'	Adjective
Odd	un drôle de	Adjective
Odd	une drôle d'	Adjective
Odd	une drôle de	Adjective
Odd	à part	Adjective
Odd	étrange	Adjective
Odes	chants	Noun
Odor	l'odeur	Noun
Oeuvres	œuvre	Noun
Of	aux	Preposition
Of	d'	Preposition
Of	d'au	Preposition
Of	d'e	Preposition
Of	d'en	Preposition
Of	d'entre	Preposition
Of	d'il	Preposition
Of	d'un	Preposition
Of	d'à	Preposition
Of	dans	Preposition
Of	de l'	Preposition
Of	des	Preposition
Of	d’	Preposition
Of	d’entre	Preposition
Of	d’à	Preposition
Of	à	Preposition
Of Course	bien sûr	Noun
Of Course	bien sûr qu'	Noun
Of Course	bien sûr que	Noun
Of Course	évidemment	Noun
Of Food	la boîte	Noun
Of Hair	la mèche	Noun
Of Medium Thickness	moyenne	Noun
Of Mine	mien	Noun
Of Mine	mienne	Noun
Of Mine	miennes	Noun
Of Mine	miens	Noun
Of Mine	à moi	Noun
Of Music	musical	Noun
Of My Dad's	de mon père	Noun
Of My Dad's	à mon père	Noun
Of Our Mother's	de notre mère	Noun
Of The	aux	Noun
Of The	des	Noun
Of The East	de l'est	Noun
Of The Exercise	de l'exercice	Noun
Of The Workers	ouvrier	Noun
Of Water	d'eau	Noun
Of Which	dont	Noun
Of Whom	dont	Noun
Of Your Mom's	de ta mère	Noun
Of Your Mom's	de votre mère	Noun
Of … Descent	d'origine	Noun
Off	arrondir	Verb
Off	en congé	Verb
Off	sur	Verb
Off	éteint	Verb
Off	éteinte	Verb
Off The Coast Of	au large des côtes de	Noun
Off To One Side	à part	Noun
Off-Key	faux	Noun
Offend	déplaisent	Noun
Offend	déplaît	Noun
Offend	fâchais	Noun
Offend	fâchera	Noun
Offend	fâcheront	Noun
Offend	n'insulte	Noun
Offend	offensera	Noun
Offend	vexe	Noun
Offend	vexent	Noun
Offend	vexer	Noun
Offense	attaque	Noun
Offense	délit	Noun
Offense	l'infraction	Noun
Offense	le délit	Noun
Offensive	offensant	Noun
Offer	accorder	Noun
Offer	auriez	Noun
Offer	offre	Noun
Offer	offrent	Noun
Offer	offres	Noun
Offer	offrir	Noun
Offer	offriraient	Noun
Offer	offririez	Noun
Offer	offrons	Noun
Offer	posséder	Noun
Offer	possédez	Noun
Offer	promotion	Noun
Offer	propose	Noun
Offer	proposent	Noun
Offer	proposer	Noun
Offer	proposes	Noun
Offer	proposez	Noun
Offer	proposition	Noun
Offer	proposons	Noun
Offer	présentera	Noun
Offer	émettre	Noun
Offer/are Offering	offrent	Noun
Offer/are Offering	offres	Noun
Offer/are Offering	offrez	Noun
Offered	accorder	Verb
Offered	posséder	Verb
Offered	émettre	Verb
Offering	l'offre	Noun
Offering	proposer	Noun
Offers	offre	Noun
Offers	offres	Noun
Offers	émettre	Noun
Office	bureau	Noun
Office	d'agence	Noun
Office	département	Noun
Office	d’agence	Noun
Office	l'agence	Noun
Office	l'office	Noun
Office	succursale	Noun
Office	succursales	Noun
Office Building	l'immeuble de bureau	Noun
Office Of Vital Records	état civil	Noun
Officer	fonctionnaire	Noun
Officer	officier	Noun
Officers'	agent	Noun
Offices	bureau	Noun
Offices	bureaux	Noun
Official	administratif	Noun
Official	fonctionnaire	Noun
Official	officiel	Noun
Official	officier	Noun
Official	règle	Noun
Often	souvent	Adverb
Oh	ouh	Noun
Oh Man	Oh là là	Noun
Oh My Gosh	oh là là	Noun
Oil	d'huile	Noun
Oil	friture	Noun
Oil	huile	Noun
Oil	l'huile	Noun
Oil	l’huile	Noun
Oil Change	vidange	Noun
Oil Paint	l'huile	Noun
Oil Spill	la marée noire	Noun
Ointment	pommade	Noun
Okay	accord	Interjection
Okay	approuver	Interjection
Okay	bien	Interjection
Okay	d'accord	Interjection
Okay	hein	Interjection
Old	ancien	Adjective
Old	ancienne	Adjective
Old	anciennes	Adjective
Old	anciens	Adjective
Old	ans	Adjective
Old	vieil	Adjective
Old	vieille	Adjective
Old	vieilles	Adjective
Old	vieux	Adjective
Old	âgé	Adjective
Old	âgée	Adjective
Old-Fashioned	démodé	Adjective
Old-Fashioned	vintage	Adjective
Old-Fashioned Thing	vieillerie	Noun
Older	aîné	Noun
Older	aînée	Noun
Older	plus âgé	Noun
Older	plus âgée	Noun
Older	plus âgés	Noun
Oldest	aîné	Noun
Oldest	aînée	Noun
Oldest	vieil	Noun
Oldest	âgé	Noun
Oldest's	aîné	Noun
Olfaction	l'odorat	Noun
Olive	d'olive	Noun
Olive	d'olives	Noun
Olive	olivier	Noun
Olive Tree	olivier	Noun
Olympic	olympique	Noun
Olympic	olympiques	Noun
Olympics	olympiques	Noun
Omelet	omelette	Noun
Omen	le présage	Noun
Omnivorous	omnivore	Adjective
On	allumé	Verb
On	appuyer	Verb
On	buter	Verb
On	contre	Verb
On	dans	Verb
On	par	Verb
On	par rapport à	Verb
On	passent	Verb
On	pour	Verb
On	s'y	Verb
On	selon	Verb
On	sur	Preposition
On	à	Verb
On A Lighter Note	pour détendre l'atmosphère	Noun
On A Lighter Note	sur une note plus légère	Noun
On Account Of	à cause de	Noun
On Board	à bord	Noun
On Condition That	à condition	Noun
On Condition That	à condition que	Noun
On Credit	à credit	Noun
On Display	exposé	Noun
On Foot	à pied	Adverb
On Hearing	à l'annonce	Noun
On It	dedans	Noun
On It	dessus	Noun
On It	s'y	Noun
On Leave	en congé	Noun
On Low Heat	à feu doux	Noun
On Me	m'y	Noun
On Monday	lundi	Noun
On My Mind	dans mes pensées	Noun
On My Mind	en tête	Noun
On My Mind	préoccuper	Noun
On My Mind	tracasser	Noun
On My Mind	trotter dans la tête	Noun
On My Mind	à l'esprit	Noun
On One Side	à part	Noun
On One's Mind	sur le cœur	Noun
On Purpose	exprès	Noun
On The	aux	Noun
On The Avenue	sur l'avenue	Noun
On The Back	à l'arrière	Noun
On The Horizon	à l'horizon	Noun
On The Left	à gauche	Noun
On The One Hand	d'une part	Noun
On The Phone	au téléphone	Noun
On The Plane	dans l'avion	Noun
On The Plane	sur l'avion	Noun
On The Plane	à bord de l'avion	Noun
On The Right	à droite	Noun
On The Side	à part	Noun
On The Whole	globalement	Noun
On Time	ponctuel	Adjective
On Time	à l'heure	Adjective
On Top	par-dessus	Noun
On Top Of That	en plus de ça	Noun
On/against	appuyer	Verb
On/against	buter	Verb
Once Before	déjà	Noun
Once Before	déjà une fois	Noun
Once Having	après s'être	Noun
Once Upon A Time	il était une fois	Noun
One	chacun	Pronoun
One	l'on	Pronoun
One	une	Pronoun
One Hundred	cent	Numeral
One Of The	l'un des	Noun
One Of The	l'une des	Noun
One Of Them	l'un d'entre eux	Noun
One Only Has To	il n'y a plus qu'à	Noun
One Subject To Another	coq à l'âne	Noun
One Thousand	mille	Numeral
One Will Remember It	on s'en souviendra	Noun
One's	celle	Noun
One's	leurs	Noun
One's	propre	Noun
One's	ses	Noun
One's	son	Noun
One's Own Hair/nails	couper	Verb
One's Shoulders	hausser les épaules	Phrase
One-Fifth	le cinquième	Noun
One-Half	la moitié	Noun
One-Of-A-Kind	unique	Noun
One-Tenth	le dixième	Noun
One-Way	à sens unique	Noun
One-Way Ticket	l'aller simple	Noun
Ones	unes	Noun
Ones	uns	Noun
Oneself	connecter	Verb
Oneself	soi	Verb
Oneself	étirer	Verb
Onion	l'oignon	Noun
Onion	oignon	Noun
Online	connecté	Adjective
Only	encore	Adverb
Only	juste	Adverb
Only	ne... qu'	Adverb
Only	qu'	Adverb
Only	qu'en	Adverb
Only	qu'un	Adverb
Only	qu'une	Adverb
Only	qu'à	Adverb
Only	qu’un	Adverb
Only	qu’une	Adverb
Only	seul	Adverb
Only	seule	Adverb
Only	seulement	Adverb
Only	seules	Adverb
Only	seuls	Adverb
Only	single	Adverb
Only	unique	Adverb
Only Need To	il n'y a plus qu'à	Noun
Only Need To	plus qu'à	Noun
Ons	nous	Noun
Oops	oups	Noun
Open	commencer	Noun
Open	dégagée	Noun
Open	dégagées	Noun
Open	déploie	Noun
Open	ouvert	Noun
Open	ouverte	Noun
Open	ouvertes	Noun
Open	ouverts	Noun
Open	ouvre	Noun
Open	ouvrent	Noun
Open	ouvres	Noun
Open	ouvrez	Noun
Open	ouvrir	Noun
Open	ouvrira	Noun
Open	ouvrons	Noun
Open The Door/are Opening The Door	ouvres	Noun
Open Up/are Opening Up	ouvres	Noun
Open-Minded	ouvert	Adjective
Open/are Opening	ouvres	Noun
Open/are Opening	ouvrons	Noun
Opening	début	Noun
Opening	débutant	Noun
Opening	ouverture	Noun
Opening	ouvrant	Noun
Opening	ouvre	Noun
Opening	ouvres	Noun
Opening	ouvrez	Noun
Opening Bid	ouverture	Noun
Opening Ceremony	cérémonie d'ouverture	Noun
Opening Ceremony	inauguration	Noun
Opening Night	première	Noun
Opening-Up	ouverture	Noun
Openness	ouverture	Noun
Opens	ouvre	Noun
Opera	d'opéra	Noun
Opera	l'opéra	Noun
Opera	opéra	Noun
Opera House	opéra	Noun
Operating	gérant	Verb
Operating	marchant	Verb
Operation	l'opération	Noun
Operation	opération	Noun
Opinion	avis	Noun
Opinion	l'avis	Noun
Opinion	l'opinion	Noun
Opinions	avis	Noun
Opponent	adversaire	Noun
Opponent	adverse	Noun
Opponent	contestataires	Noun
Opponent	l'adversaire	Noun
Opponent	l'ennemi	Noun
Opponent's	adversaire	Noun
Opportunity	chance	Noun
Opportunity	d'occasions	Noun
Opportunity	d'opportunités	Noun
Opportunity	d’opportunités	Noun
Opportunity	l'aventure	Noun
Opportunity	l'occasion	Noun
Opportunity	l'opportunité	Noun
Opportunity	l’occasion	Noun
Opportunity	occasion	Noun
Opportunity	opportunité	Noun
Opportunity	ouverture	Noun
Opposed	contrairement	Verb
Opposite	autre	Noun
Opposite	contraire	Noun
Opposite	opposé	Noun
Optimism	l'optimisme	Noun
Optimist	optimiste	Noun
Optimistic	optimiste	Adjective
Option	l'option	Noun
Optional	facultatif	Noun
Or	soit	Conjunction
Or Else	sinon	Noun
Oral	l'interpréteur	Noun
Oral Exam	oral	Noun
Orange	l'orange	Noun
Orange Juice	jus d'orange	Noun
Oranges	oranges	Noun
Orchard	verger	Noun
Orchestra	l'orchestre	Noun
Orchestra	orchestre	Noun
Orchestra's	orchestre	Noun
Orchid	l'orchidée	Noun
Orchid Flower	l'orchidée	Noun
Ordeal	épreuve	Noun
Order	commande	Noun
Order	commandent	Noun
Order	commander	Noun
Order	commandes	Noun
Order	commandez	Noun
Order	commandions	Noun
Order	commandons	Noun
Order	ordre	Noun
Order	rang	Noun
Ordering	commander	Verb
Orderliness	ordre	Noun
Orderly	mesuré	Adjective
Orders	commande	Noun
Ordinary	banal	Adjective
Ordinary	ordinaire	Adjective
Ordinary	ordinaires	Adjective
Ordinary	passe-partout	Adjective
Ordinary	quelconque	Adjective
Organ	l'organe	Noun
Organic	bio	Adjective
Organic	biologique	Adjective
Organism	l'organisme	Noun
Organization	association	Noun
Organization	l'association	Noun
Organization	l'institut	Noun
Organize	arrangeons	Noun
Organize	arranges	Noun
Organize	arrangez	Noun
Organize	configurons	Noun
Organize	j'organise	Noun
Organize	l'organisent	Noun
Organize	l’organise	Noun
Organize	m'occupe	Noun
Organize	n'organises	Noun
Organize	organise	Noun
Organize	organiser	Noun
Organize	organiseras	Noun
Organize	organiseront	Noun
Organize	organises	Noun
Organize	organisez	Noun
Organize	permettrait	Noun
Organize	planifiions	Noun
Organize	planifiée	Noun
Organized	organisé	Adjective
Origin	l'origine	Noun
Original	nouveau	Adjective
Original	nouvel	Adjective
Original	originaire	Adjective
Original	originale	Adjective
Original	originales	Adjective
Original	originaux	Adjective
Original	premier	Adjective
Originally	originaire	Adverb
Originally	à l'origine	Adverb
Ornamental	décoratif	Adjective
Orphan	l'orphelin	Noun
Orphan	orphelin	Noun
Other	autre	Noun
Other	autres	Noun
Other	d'autres	Noun
Other Kinds Of	d'autres	Noun
Other Ones	autres	Noun
Other Than	qu'	Noun
Other Than	si ce n'est	Noun
Other Than That	sinon	Noun
Others	autres	Noun
Others	d'autres	Noun
Otherwise	autrement	Noun
Otherwise	sinon	Noun
Ouch	aïe	Noun
Oufit	tenue	Noun
Ought To	devrais	Noun
Ought To	devrait	Noun
Our	les	Noun
Our	nos	Noun
Our	notre	Noun
Our	nous	Noun
Ours	la nôtre	Pronoun
Ours	le nôtre	Pronoun
Ours	les nôtres	Pronoun
Ours	nôtre	Pronoun
Ours	nôtres	Pronoun
Ours	à nous	Pronoun
Ourselves	l'est	Pronoun
Ourselves	nous	Pronoun
Ourselves	nous-mêmes	Pronoun
Ourselves	s'est	Pronoun
Out	dehors	Noun
Out	par	Noun
Out	pas là	Noun
Out	remplir	Noun
Out	sorte	Noun
Out Loud	à voix haute	Noun
Out Of	sur	Noun
Out Of Control	hors de contrôle	Noun
Out Of Place	dépaysé	Noun
Out Of Practice	rouillé	Noun
Out Of The Question	n'y compte pas	Noun
Out There	là-bas	Noun
Out-Of-Date	dépassé	Noun
Outage	le dérangement	Noun
Outcome	effet	Noun
Outcome	l'issue	Noun
Outcomes	les retombées	Noun
Outdated	ringard	Adjective
Outdo	dépasser	Noun
Outdoor	extérieur	Noun
Outdoors	en extérieur	Noun
Outfit	boîte	Noun
Outfit	costume	Noun
Outfit	ensemble	Noun
Outfit	entreprise	Noun
Outfit	groupe	Noun
Outfit	habille	Noun
Outfit	habiller	Noun
Outfit	habit	Noun
Outfit	panoplie	Noun
Outfit	tenue	Noun
Outfit	toilettes	Noun
Outfit	unité	Noun
Outfit	équipe	Noun
Outfit	équipement	Noun
Outfit	équiper	Noun
